survey,year,strata,species_code,haul_count,catch_count,biomass,biomass_var,cv,se,bio_ll,bio_ul
GOA,2019,GOA,232,541,0,0,0,0,0,0,0
GOA,2007,GOA,232,816,2,12339.7,86020409.3124652,0.7516162326959931,9274.718826598746,-5838.748900133542,30518.148900133543
GOA,2007,GOA,320,816,15,41848.9,289372946.858408,0.4064853673267293,17010.96548871956,8507.407642109662,75190.39235789035
AI,2006,AI,232,357,0,0,0,0,0,0,0
GOA,1993,GOA,232,774,9,7728.6,7562142.28601705,0.3558128199576753,2749.9349603248893,2338.7274777632174,13118.472522236783
GOA,2009,GOA,232,823,0,0,0,0,0,0,0
GOA,2009,GOA,310,823,176,27879.9,11106615.7285692,0.1195362593744841,3332.6589577346795,21347.88844284003,34411.911557159976
GOA,2003,GOA,320,809,28,52115.6,165605168.208255,0.24692735303076102,12868.767159609928,26892.81636716454,77338.38363283545
AI,1980,AI,320,127,0,0,0,0,0,0,0
AI,1980,AI,232,127,0,0,0,0,0,0,0
AI,1980,AI,310,127,0,0,0,0,0,0,0
AI,1997,AI,320,396,10,2485.7,515818.754760881,0.2889347997119718,718.2052316440482,1078.0177459776653,3893.3822540223346
GOA,1993,GOA,310,774,166,33645.1,46952958.5854662,0.2036618376446475,6852.222893737929,20214.743128273658,47075.45687172634
GOA,1993,GOA,320,774,13,8656.8,18747719.9624434,0.5001690849804281,4329.86373485857,170.26707967720176,17143.3329203228
GOA,1987,GOA,320,783,8,1319.2,328276.436482299,0.434319383884327,572.9541312202042,196.20990280839987,2442.1900971916
GOA,2009,GOA,320,823,8,39687.7,312805914.943685,0.44563731318222627,17686.31999438224,5022.512811010805,74352.88718898919
AI,1997,AI,232,396,0,0,0,0,0,0,0
AI,2006,AI,310,357,6,61.8,902.796458412517,0.4861904772137723,30.046571491811125,2.908719876050192,120.69128012394981
AI,2006,AI,320,357,1,76.4,5832.77694192425,0.9996416107193056,76.37261905895495,-73.2903333555517,226.0903333555517
GOA,2005,GOA,320,837,25,57022,225041365.395425,0.26308054405573406,15001.378783146067,27619.29758503371,86424.70241496629
GOA,2005,GOA,310,837,156,47938.8,66586056.0775178,0.17021760965811578,8160.027945878482,31945.14522607818,63932.454773921825
GOA,2003,GOA,232,809,2,3612.8,6531260.69450665,0.7073829522457449,2555.633129873427,-1396.2409345519172,8621.840934551918
GOA,2005,GOA,232,837,1,2455.3,6028558.44632697,1.0000050059048704,2455.3122909982285,-2357.112090356528,7267.712090356528
AI,2004,AI,310,419,0,0,0,0,0,0,0
AI,2004,AI,232,419,0,0,0,0,0,0,0
AI,2004,AI,320,419,2,1016.9,959814.352397546,0.963419367329376,979.7011546372424,-903.3142630889951,2937.114263088995
AI,2002,AI,320,414,4,536.2,88072.3055061687,0.553468454617639,296.76978536597807,-45.468779317316944,1117.8687793173171
GOA,1987,GOA,310,783,122,10106.8,7409503.13782136,0.2693276064424211,2722.0402527922615,4771.601104527167,15441.998895472832
GOA,1987,GOA,232,783,15,12622.5,50402784.8540014,0.5624473656521486,7099.491872944246,-1292.5040709707228,26537.504070970725
GOA,2003,GOA,310,809,204,98743.8,466030772.194167,0.21862381111867987,21587.745880340703,56431.818074532224,141055.78192546777
AI,2016,AI,310,419,1,6.6,43.5046562646273,0.9993645394244429,6.595805960201323,-6.327779681994594,19.527779681994595
AI,2010,AI,320,418,1,74.1,5493.80155998064,1.0002723780843292,74.12018321604879,-71.17555910345561,219.3755591034556
AI,2010,AI,232,418,0,0,0,0,0,0,0
AI,2010,AI,310,418,0,0,0,0,0,0,0
GOA,1999,GOA,232,764,0,0,0,0,0,0,0
GOA,2021,GOA,320,529,0,0,0,0,0,0,0
GOA,2015,GOA,232,771,2,5930.9,26933335.5699909,0.8750330759968337,5189.73367042962,-4240.977994042056,16102.777994042055
GOA,2011,GOA,232,670,1,3765.9,14181818.2003477,0.9999934913899132,3765.875489225274,-3615.215958881537,11147.015958881537
AI,2018,AI,320,420,2,100,4221.71707095552,0.6497474179214197,64.97474179214197,-27.350493912598253,227.35049391259827
GOA,2001,GOA,320,489,15,37694.7,185782363.404489,0.36159461189202613,13630.200416886357,10979.507182902737,64409.89281709726
GOA,2011,GOA,310,670,97,41093,80102373.9466119,0.21779848046890005,8949.99295790851,23551.01380249932,58634.98619750068
GOA,1996,GOA,232,807,1,3302,10903482.698943,1.0000127805167203,3302.04220126621,-3170.0027144817723,9774.002714481772
GOA,1996,GOA,320,807,11,21100.9,57096140.737313,0.3580984142192265,7556.198828598477,6290.750295946986,35911.04970405302
AI,2018,AI,310,420,0,0,0,0,0,0,0
AI,2018,AI,232,420,0,0,0,0,0,0,0
GOA,2001,GOA,232,489,0,0,0,0,0,0,0
GOA,2001,GOA,310,489,75,31774.3,204014360.547141,0.44952554636743297,14283.359567942725,3778.9152468322573,59769.68475316774
GOA,1996,GOA,310,807,99,28477.9,438947777.244884,0.7356961213655452,20951.08057463586,-12586.217926286285,69542.0179262863
AI,2000,AI,232,419,0,0,0,0,0,0,0
AI,1997,AI,310,396,2,11.4,65.1035643543899,0.7077787702268231,8.068677980585784,-4.414608841948137,27.214608841948138
GOA,2015,GOA,310,771,81,51916.4,174255900.901555,0.25426651873273737,13200.602293136288,26043.21950545288,77789.58049454712
GOA,2015,GOA,320,771,6,70932.6,1634805187.82767,0.570016102888048,40432.72421971676,-8315.539470644842,150180.73947064485
AI,2016,AI,320,419,0,0,0,0,0,0,0
AI,2016,AI,232,419,0,0,0,0,0,0,0
GOA,1990,GOA,320,708,3,1651.4,1186227.8133928,0.6595257722031882,1089.1408602163451,-483.3160860240364,3786.1160860240366
GOA,1984,GOA,310,929,125,10143,4364629.7567408,0.20597156988160117,2089.169633309081,6048.227518714202,14237.772481285798
GOA,1984,GOA,320,929,1,163.2,26618.7059392882,0.9997083392208614,163.15240096084457,-156.5787058832554,482.9787058832554
GOA,2011,GOA,320,670,5,29496.1,253632916.435653,0.5399309349679873,15925.856850909247,-1718.579427782126,60710.77942778212
AI,2014,AI,310,410,2,22.6,261.235882699611,0.715167838892428,16.162793158968874,-9.07907459157899,54.27907459157899
GOA,1984,GOA,232,929,5,7848.8,16791433.1467504,0.5220842834618072,4097.735124035033,-182.76084310866372,15880.360843108665
GOA,2013,GOA,310,548,58,160384.3,4205337615.83681,0.40433243471401825,64848.57450890351,33281.0939625491,287487.50603745086
AI,1986,AI,232,383,0,0,0,0,0,0,0
AI,1983,AI,310,290,3,2.3,1.95338352963924,0.6076673814140751,1.3976349772523726,-0.4393645554146506,5.03936455541465
AI,2002,AI,232,414,1,1020.6,1041651.53680382,1.0000130453105744,1020.6133140439723,-979.8020955261858,3021.0020955261857
AI,2002,AI,310,414,0,0,0,0,0,0,0
AI,2000,AI,310,419,3,25,243.362722024984,0.6240034897658622,15.600087244146554,-5.576170998527246,55.576170998527246
AI,1983,AI,320,290,3,249.2,26817.5076171163,0.6571449402235522,163.76051910370919,-71.77061744327,570.17061744327
AI,1983,AI,232,290,0,0,0,0,0,0,0
AI,1994,AI,310,380,9,47,301.68176718052,0.3695529502797179,17.36898866314674,12.956782220232391,81.04321777976762
AI,1994,AI,320,380,3,373.5,56856.4014207359,0.6384091136511043,238.44580394868746,-93.85377573942742,840.8537757394274
AI,1994,AI,232,380,0,0,0,0,0,0,0
AI,1991,AI,320,331,3,2926.5,4128542.64913518,0.6943043068217343,2031.8815539138052,-1055.987845671058,6908.987845671058
AI,1991,AI,310,331,0,0,0,0,0,0,0
AI,1991,AI,232,331,0,0,0,0,0,0,0
AI,1986,AI,320,383,12,1994.9,528743.106663068,0.36450310223113325,727.1472386408877,569.6914122638602,3420.10858773614
AI,1986,AI,310,383,6,13.8,49.0865376018712,0.5076940964163121,7.006178530545108,0.06789008013159048,27.53210991986841
EBS_SHELF,1987,EBS,232,357,0,0,0,0,0,0,0
EBS_SHELF,1988,EBS,232,373,1,3808.46,14504390.1942,1.0000007798544497,3808.462970044477,-3656.127421287175,11273.047421287174
EBS_SHELF,1989,EBS,232,374,0,0,0,0,0,0,0
EBS_SHELF,1990,EBS,232,371,0,0,0,0,0,0,0
EBS_SHELF,1991,EBS,232,372,0,0,0,0,0,0,0
EBS_SHELF,1992,EBS,232,356,0,0,0,0,0,0,0
EBS_SHELF,1993,EBS,232,375,0,0,0,0,0,0,0
EBS_SHELF,1994,EBS,232,375,0,0,0,0,0,0,0
EBS_SHELF,1995,EBS,232,376,0,0,0,0,0,0,0
EBS_SHELF,1996,EBS,232,375,0,0,0,0,0,0,0
EBS_SHELF,1997,EBS,232,376,0,0,0,0,0,0,0
EBS_SHELF,1998,EBS,232,375,0,0,0,0,0,0,0
EBS_SHELF,1999,EBS,232,373,0,0,0,0,0,0,0
EBS_SHELF,2000,EBS,232,372,0,0,0,0,0,0,0
EBS_SHELF,2001,EBS,232,375,0,0,0,0,0,0,0
EBS_SHELF,2003,EBS,232,376,0,0,0,0,0,0,0
EBS_SHELF,2004,EBS,232,375,0,0,0,0,0,0,0
EBS_SHELF,2005,EBS,232,373,0,0,0,0,0,0,0
EBS_SHELF,2006,EBS,232,376,0,0,0,0,0,0,0
EBS_SHELF,2007,EBS,232,376,0,0,0,0,0,0,0
EBS_SHELF,2008,EBS,232,375,0,0,0,0,0,0,0
EBS_SHELF,2009,EBS,232,376,0,0,0,0,0,0,0
EBS_SHELF,2010,EBS,232,376,0,0,0,0,0,0,0
EBS_SHELF,2011,EBS,232,376,0,0,0,0,0,0,0
EBS_SHELF,2012,EBS,232,376,0,0,0,0,0,0,0
EBS_SHELF,2013,EBS,232,376,0,0,0,0,0,0,0
EBS_SHELF,2014,EBS,232,376,0,0,0,0,0,0,0
EBS_SHELF,2015,EBS,232,376,0,0,0,0,0,0,0
EBS_SHELF,2002,EBS,232,375,0,0,0,0,0,0,0
EBS_SHELF,2007,EBS,310,376,0,0,0,0,0,0,0
EBS_SHELF,2011,EBS,310,376,0,0,0,0,0,0,0
EBS_SHELF,1991,EBS,320,372,0,0,0,0,0,0,0
EBS_SHELF,1992,EBS,320,356,2,2563.56,3423053.9851,0.7217111047310506,1850.149719644332,-1062.7334505028907,6189.853450502891
EBS_SHELF,1993,EBS,320,375,0,0,0,0,0,0,0
EBS_SHELF,1994,EBS,320,375,2,5012.26,16721566.5525,0.8158398032093225,4089.201212033959,-3002.5743755865597,13027.09437558656
EBS_SHELF,1995,EBS,320,376,1,1005.24,1010511.8549,1.0000021757856328,1005.2421871867496,-965.034686886029,2975.5146868860293
EBS_SHELF,1996,EBS,320,375,2,2803.57,5249666.4335,0.8172490988788551,2291.215056143792,-1687.2115100418318,7294.351510041832
EBS_SHELF,1997,EBS,320,376,0,0,0,0,0,0,0
EBS_SHELF,1998,EBS,320,375,1,2124.06,4511646.9311,1.0000017784572965,2124.0637775500054,-2039.1050039980105,6287.22500399801
EBS_SHELF,1999,EBS,320,373,2,2079.5,2169585.8191,0.7083199795138798,1472.9513973991131,-807.4847389022616,4966.484738902262
EBS_SHELF,2000,EBS,320,372,1,1462.64,2139306.5674,0.9999978492632956,1462.6368542464668,-1404.1282343230748,4329.408234323075
EBS_SHELF,2001,EBS,320,375,0,0,0,0,0,0,0
EBS_SHELF,2002,EBS,320,375,3,5602.25,13196414.0016,0.6484335551979276,3632.68688460759,-1517.816293830876,12722.316293830876
EBS_SHELF,2003,EBS,320,376,2,2104.1,2429555.6943,0.7407933126645236,1558.703209177424,-950.958289987751,5159.15828998775
EBS_SHELF,2004,EBS,320,375,2,3093.47,4838896.7312,0.7110944159148749,2199.749242800188,-1218.0385158883687,7404.978515888368
EBS_SHELF,2005,EBS,320,373,2,1678.94,1638682.0881,0.7624514193011714,1280.110185921509,-830.0759644061573,4187.955964406157
EBS_SHELF,2006,EBS,320,376,2,2944.28,5273481.8099,0.7799551270737805,2296.4062815407906,-1556.6763118199492,7445.23631181995
EBS_SHELF,2007,EBS,320,376,0,0,0,0,0,0,0
EBS_SHELF,2008,EBS,320,375,0,0,0,0,0,0,0
EBS_SHELF,2009,EBS,320,376,0,0,0,0,0,0,0
EBS_SHELF,1987,EBS,310,357,3,215.9,16778.0762,0.5999546709767786,129.5302134638865,-37.97921838921752,469.77921838921753
EBS_SHELF,2014,EBS,320,376,0,0,0,0,0,0,0
EBS_SHELF,2015,EBS,320,376,2,2581.33,4808265.8533,0.8494752057615775,2192.775832888533,-1716.5106324615244,6879.170632461524
EBS_SHELF,1988,EBS,310,373,1,245.59,60315.5666,1.000009272196379,245.59227715870873,-235.77086323106911,726.9508632310691
EBS_SHELF,1989,EBS,310,374,0,0,0,0,0,0,0
EBS_SHELF,1990,EBS,310,371,0,0,0,0,0,0,0
EBS_SHELF,1991,EBS,310,372,0,0,0,0,0,0,0
EBS_SHELF,1992,EBS,310,356,0,0,0,0,0,0,0
EBS_SHELF,1993,EBS,310,375,0,0,0,0,0,0,0
EBS_SHELF,1994,EBS,310,375,0,0,0,0,0,0,0
EBS_SHELF,1995,EBS,310,376,0,0,0,0,0,0,0
EBS_SHELF,2010,EBS,320,376,4,5299.51,7771073.7374,0.5260230789022264,2787.664566873138,-164.31255107134984,10763.332551071351
EBS_SHELF,2011,EBS,320,376,1,759.75,577227.633,1.000006557702746,759.7549822146611,-729.3697651407358,2248.8697651407356
EBS_SHELF,2012,EBS,320,376,1,267.17,71382.0429,1.0000156485605323,267.1741808259174,-256.49139441879805,790.831394418798
EBS_SHELF,2013,EBS,320,376,0,0,0,0,0,0,0
EBS_SHELF,1996,EBS,310,375,0,0,0,0,0,0,0
EBS_SHELF,1997,EBS,310,376,1,36.98,1367.8549,1.0001222941710965,36.984522438447144,-35.5096639793564,109.4696639793564
EBS_SHELF,1998,EBS,310,375,1,254.09,64561.0036,0.9999943890749684,254.0885743200587,-243.92360566731506,752.103605667315
EBS_SHELF,1999,EBS,310,373,0,0,0,0,0,0,0
EBS_SHELF,2000,EBS,310,372,0,0,0,0,0,0,0
EBS_SHELF,2001,EBS,310,375,0,0,0,0,0,0,0
EBS_SHELF,2002,EBS,310,375,0,0,0,0,0,0,0
EBS_SHELF,2003,EBS,310,376,0,0,0,0,0,0,0
EBS_SHELF,2004,EBS,310,375,1,27.96,781.968,1.0001320008416965,27.963690743533835,-26.848833857326312,82.76883385732631
EBS_SHELF,2005,EBS,310,373,0,0,0,0,0,0,0
EBS_SHELF,2006,EBS,310,376,0,0,0,0,0,0,0
EBS_SHELF,2008,EBS,310,375,0,0,0,0,0,0,0
EBS_SHELF,2009,EBS,310,376,1,71.88,5167.3192,1.0000565912051913,71.88406777582915,-69.01277284062513,212.77277284062512
EBS_SHELF,2010,EBS,310,376,1,88.77,7880.0558,0.9999963769488989,88.76967838175375,-85.21856962823735,262.75856962823735
EBS_SHELF,2012,EBS,310,376,0,0,0,0,0,0,0
EBS_SHELF,2013,EBS,310,376,0,0,0,0,0,0,0
EBS_SHELF,2014,EBS,310,376,0,0,0,0,0,0,0
EBS_SHELF,2015,EBS,310,376,1,90.64,8215.017,0.9999639338578971,90.63673096487979,-87.00799269116438,268.2879926911644
EBS_SHELF,1987,EBS,320,357,0,0,0,0,0,0,0
EBS_SHELF,1988,EBS,320,373,0,0,0,0,0,0,0
EBS_SHELF,1989,EBS,320,374,0,0,0,0,0,0,0
EBS_SHELF,1990,EBS,320,371,0,0,0,0,0,0,0
EBS_SLOPE,2008,EBS,310,200,1,13.1076463574502,171.810393031978,1.0000000000000016,13.10764635745022,-12.583340503152229,38.79863321805263
EBS_SLOPE,2002,EBS,320,141,15,25424.7617503181,494376771.930327,0.8745248139987581,22234.585040659676,-18155.024929374867,69004.54843001107
EBS_SLOPE,2004,EBS,320,231,24,2281.94576836342,600947.117372221,0.33971350263928185,775.2077898036248,762.5385003483154,3801.353036378525
EBS_SLOPE,2008,EBS,320,200,28,1967.83916216308,272371.526483838,0.265210829046471,521.8922556273833,944.9303411334087,2990.7479831927512
EBS_SLOPE,2010,EBS,320,200,19,833.010695737336,50252.3539868215,0.2691086313353905,224.1703682176159,393.6367740308089,1272.3846174438631
EBS_SLOPE,2012,EBS,320,189,16,1305.14827027704,135941.595202384,0.2824986187877944,368.7025836665428,582.4912062906161,2027.805334263464
EBS_SLOPE,2016,EBS,320,175,5,251.169306445572,15063.0079560347,0.48864030490331106,122.73144648391748,10.615671337093744,491.7229415540503
