Year,Project,Trip No,Vessel Name,Trip Comments,Set No,Longline System,Station No,Area Description,G Stat Area,Start Latitude Decimal Degrees,Start Longitude Decimal Degree,End Latitude Decimal Degrees,End Longitude Decimal Degrees,Time Second Anchor Overboard,Time First Buoy Onboard,Time First Anchor Onboard,Time Second Anchor Onboard,Start Depth Fathoms,End Depth Fathoms,Avg Depth Fathoms,Substrate Type,Haul Back Order,Wind Direction,Wind Speed Knots,Set Comment,Subset No,Subset Condition,Subset Comments,Hooks - Total Number,Hooks - Number with Bait,Hooks - Number Bare,Hooks - Number Invalid,Sablefish,Dogfish,Sleeper Shark
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",4,ADFG Conventional,122,West Devil Rock,315431,54.589,-131.667,54.562,-131.669,2019-05-12 07:06:25,2019-05-12 12:27:53,2019-05-12 12:36:06,2019-05-12 14:04:09,210,183,190,Mixed,Opposite,N,5-15 kts,"Orcas showed up on skte 7, gear picked clean of sablefish starting at skate 11.",19,Not Valid; orca,"Orca predation  Verified 03/03/20 EE",45,0,38,2,0,0,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",4,ADFG Conventional,122,West Devil Rock,315431,54.589,-131.667,54.562,-131.669,2019-05-12 07:06:25,2019-05-12 12:27:53,2019-05-12 12:36:06,2019-05-12 14:04:09,210,183,190,Mixed,Opposite,N,5-15 kts,"Orcas showed up on skte 7, gear picked clean of sablefish starting at skate 11.",20,Not Valid; orca,"Orca predation  Verified 03/03/20 EE",45,0,42,0,0,1,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",4,ADFG Conventional,122,West Devil Rock,315431,54.589,-131.667,54.562,-131.669,2019-05-12 07:06:25,2019-05-12 12:27:53,2019-05-12 12:36:06,2019-05-12 14:04:09,210,183,190,Mixed,Opposite,N,5-15 kts,"Orcas showed up on skte 7, gear picked clean of sablefish starting at skate 11.",21,Not Valid; orca,"Orca predation  Verified 03/04/20 EE",45,0,40,1,0,1,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",4,ADFG Conventional,122,West Devil Rock,315431,54.589,-131.667,54.562,-131.669,2019-05-12 07:06:25,2019-05-12 12:27:53,2019-05-12 12:36:06,2019-05-12 14:04:09,210,183,190,Mixed,Opposite,N,5-15 kts,"Orcas showed up on skte 7, gear picked clean of sablefish starting at skate 11.",22,Not Valid; orca,"Orca predation  Verified 03/04/20 EE",45,1,42,0,0,1,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",4,ADFG Conventional,122,West Devil Rock,315431,54.589,-131.667,54.562,-131.669,2019-05-12 07:06:25,2019-05-12 12:27:53,2019-05-12 12:36:06,2019-05-12 14:04:09,210,183,190,Mixed,Opposite,N,5-15 kts,"Orcas showed up on skte 7, gear picked clean of sablefish starting at skate 11.",23,Not Valid; orca,"Orca predation  Verified 03/04/20 EE",45,0,43,0,0,1,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",4,ADFG Conventional,122,West Devil Rock,315431,54.589,-131.667,54.562,-131.669,2019-05-12 07:06:25,2019-05-12 12:27:53,2019-05-12 12:36:06,2019-05-12 14:04:09,210,183,190,Mixed,Opposite,N,5-15 kts,"Orcas showed up on skte 7, gear picked clean of sablefish starting at skate 11.",24,Not Valid; orca,"Orca predation, 6 hk snarl no fish Deleted a Bare Hook to bring hook total to 45; Verified 03/04/20 EE",45,1,35,8,,,
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",4,ADFG Conventional,122,West Devil Rock,315431,54.589,-131.667,54.562,-131.669,2019-05-12 07:06:25,2019-05-12 12:27:53,2019-05-12 12:36:06,2019-05-12 14:04:09,210,183,190,Mixed,Opposite,N,5-15 kts,"Orcas showed up on skte 7, gear picked clean of sablefish starting at skate 11.",25,Not Valid; orca,"Orca predation, 5 hk snarl no fish Verified 03/04/20",45,0,37,7,0,0,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",5,ADFG Conventional,118,West Devil Rock,315431,54.662,-131.796,54.634,-131.796,2019-05-12 11:28:57,2019-05-12 16:00:06,2019-05-12 16:05:48,2019-05-12 17:16:23,193,189,190,Mixed,Opposite,NW,15-25 kts,"Whales showed up on skate 11, predation started on skate 16, same pod as station 122, about 12 or so with 5 or 6 very young ones",1,Valid,Verified 03/04/20 EE,45,0,28,0,8,3,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",5,ADFG Conventional,118,West Devil Rock,315431,54.662,-131.796,54.634,-131.796,2019-05-12 11:28:57,2019-05-12 16:00:06,2019-05-12 16:05:48,2019-05-12 17:16:23,193,189,190,Mixed,Opposite,NW,15-25 kts,"Whales showed up on skate 11, predation started on skate 16, same pod as station 122, about 12 or so with 5 or 6 very young ones",2,Valid,Deleted 1 Bare Hook to bring hook total to 45; Verified 03/04/20 EE,45,0,15,0,20,4,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",5,ADFG Conventional,118,West Devil Rock,315431,54.662,-131.796,54.634,-131.796,2019-05-12 11:28:57,2019-05-12 16:00:06,2019-05-12 16:05:48,2019-05-12 17:16:23,193,189,190,Mixed,Opposite,NW,15-25 kts,"Whales showed up on skate 11, predation started on skate 16, same pod as station 122, about 12 or so with 5 or 6 very young ones",3,Valid,Verified 03/04/20 EE,45,0,24,0,12,5,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",5,ADFG Conventional,118,West Devil Rock,315431,54.662,-131.796,54.634,-131.796,2019-05-12 11:28:57,2019-05-12 16:00:06,2019-05-12 16:05:48,2019-05-12 17:16:23,193,189,190,Mixed,Opposite,NW,15-25 kts,"Whales showed up on skate 11, predation started on skate 16, same pod as station 122, about 12 or so with 5 or 6 very young ones",4,Valid,Deleted 1 Bare Hook to bring hook total to 45; Verified 03/04/20 EE,45,0,26,0,7,5,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",5,ADFG Conventional,118,West Devil Rock,315431,54.662,-131.796,54.634,-131.796,2019-05-12 11:28:57,2019-05-12 16:00:06,2019-05-12 16:05:48,2019-05-12 17:16:23,193,189,190,Mixed,Opposite,NW,15-25 kts,"Whales showed up on skate 11, predation started on skate 16, same pod as station 122, about 12 or so with 5 or 6 very young ones",5,Valid,Verified 03/04/20 EE,45,0,18,0,22,3,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",5,ADFG Conventional,118,West Devil Rock,315431,54.662,-131.796,54.634,-131.796,2019-05-12 11:28:57,2019-05-12 16:00:06,2019-05-12 16:05:48,2019-05-12 17:16:23,193,189,190,Mixed,Opposite,NW,15-25 kts,"Whales showed up on skate 11, predation started on skate 16, same pod as station 122, about 12 or so with 5 or 6 very young ones",6,Valid,Deleted 1 Bare Hook to bring hook total to 45; Verified 03/04/20 EE,45,0,18,0,20,2,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",5,ADFG Conventional,118,West Devil Rock,315431,54.662,-131.796,54.634,-131.796,2019-05-12 11:28:57,2019-05-12 16:00:06,2019-05-12 16:05:48,2019-05-12 17:16:23,193,189,190,Mixed,Opposite,NW,15-25 kts,"Whales showed up on skate 11, predation started on skate 16, same pod as station 122, about 12 or so with 5 or 6 very young ones",7,Valid,Verified 03/0420 EE,45,0,21,0,17,1,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",5,ADFG Conventional,118,West Devil Rock,315431,54.662,-131.796,54.634,-131.796,2019-05-12 11:28:57,2019-05-12 16:00:06,2019-05-12 16:05:48,2019-05-12 17:16:23,193,189,190,Mixed,Opposite,NW,15-25 kts,"Whales showed up on skate 11, predation started on skate 16, same pod as station 122, about 12 or so with 5 or 6 very young ones",8,Valid,Verified 03/04/20 EE,45,0,26,0,16,0,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",5,ADFG Conventional,118,West Devil Rock,315431,54.662,-131.796,54.634,-131.796,2019-05-12 11:28:57,2019-05-12 16:00:06,2019-05-12 16:05:48,2019-05-12 17:16:23,193,189,190,Mixed,Opposite,NW,15-25 kts,"Whales showed up on skate 11, predation started on skate 16, same pod as station 122, about 12 or so with 5 or 6 very young ones",9,Valid,Deleted 1 Bare Hook to bring hook total to 45; Verified 03/04/20 EE,45,0,18,0,17,6,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",5,ADFG Conventional,118,West Devil Rock,315431,54.662,-131.796,54.634,-131.796,2019-05-12 11:28:57,2019-05-12 16:00:06,2019-05-12 16:05:48,2019-05-12 17:16:23,193,189,190,Mixed,Opposite,NW,15-25 kts,"Whales showed up on skate 11, predation started on skate 16, same pod as station 122, about 12 or so with 5 or 6 very young ones",10,Valid,Verified 03/04/20 EE,45,0,25,0,15,1,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",5,ADFG Conventional,118,West Devil Rock,315431,54.662,-131.796,54.634,-131.796,2019-05-12 11:28:57,2019-05-12 16:00:06,2019-05-12 16:05:48,2019-05-12 17:16:23,193,189,190,Mixed,Opposite,NW,15-25 kts,"Whales showed up on skate 11, predation started on skate 16, same pod as station 122, about 12 or so with 5 or 6 very young ones",11,Valid; orcas pr,"orcas present, no sign of predation Deleted 1 Bare Hoook to bring hook total to 45; Verified 03/04/20 EE",45,0,18,0,14,5,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",5,ADFG Conventional,118,West Devil Rock,315431,54.662,-131.796,54.634,-131.796,2019-05-12 11:28:57,2019-05-12 16:00:06,2019-05-12 16:05:48,2019-05-12 17:16:23,193,189,190,Mixed,Opposite,NW,15-25 kts,"Whales showed up on skate 11, predation started on skate 16, same pod as station 122, about 12 or so with 5 or 6 very young ones",12,Valid; orcas pr,"orcas present, no sign of depredation Verified 03/04/20 EE",45,0,20,1,17,3,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",5,ADFG Conventional,118,West Devil Rock,315431,54.662,-131.796,54.634,-131.796,2019-05-12 11:28:57,2019-05-12 16:00:06,2019-05-12 16:05:48,2019-05-12 17:16:23,193,189,190,Mixed,Opposite,NW,15-25 kts,"Whales showed up on skate 11, predation started on skate 16, same pod as station 122, about 12 or so with 5 or 6 very young ones",13,Valid; orcas pr,"orcas present, no sign of depredation Deleted 1 Bare Hook to bring hook total to 45; Verified 03/04/20 EE",45,0,19,5,16,1,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",5,ADFG Conventional,118,West Devil Rock,315431,54.662,-131.796,54.634,-131.796,2019-05-12 11:28:57,2019-05-12 16:00:06,2019-05-12 16:05:48,2019-05-12 17:16:23,193,189,190,Mixed,Opposite,NW,15-25 kts,"Whales showed up on skate 11, predation started on skate 16, same pod as station 122, about 12 or so with 5 or 6 very young ones",14,Valid; orcas pr,"orcas present, no sign of depredation Verified 03/04/20 EE",45,0,23,0,15,3,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",5,ADFG Conventional,118,West Devil Rock,315431,54.662,-131.796,54.634,-131.796,2019-05-12 11:28:57,2019-05-12 16:00:06,2019-05-12 16:05:48,2019-05-12 17:16:23,193,189,190,Mixed,Opposite,NW,15-25 kts,"Whales showed up on skate 11, predation started on skate 16, same pod as station 122, about 12 or so with 5 or 6 very young ones",15,Valid; orcas pr,"orcas present, no sign of depredation Verified 03/04/20 EE",45,0,25,0,17,2,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",5,ADFG Conventional,118,West Devil Rock,315431,54.662,-131.796,54.634,-131.796,2019-05-12 11:28:57,2019-05-12 16:00:06,2019-05-12 16:05:48,2019-05-12 17:16:23,193,189,190,Mixed,Opposite,NW,15-25 kts,"Whales showed up on skate 11, predation started on skate 16, same pod as station 122, about 12 or so with 5 or 6 very young ones",16,Not Valid; orca,"orca predation evident Verified 03/04/20 EE",45,0,34,0,5,2,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",5,ADFG Conventional,118,West Devil Rock,315431,54.662,-131.796,54.634,-131.796,2019-05-12 11:28:57,2019-05-12 16:00:06,2019-05-12 16:05:48,2019-05-12 17:16:23,193,189,190,Mixed,Opposite,NW,15-25 kts,"Whales showed up on skate 11, predation started on skate 16, same pod as station 122, about 12 or so with 5 or 6 very young ones",17,Not Valid; orca,"orca predation Verified 03/04/20 EE",45,0,44,0,0,1,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",5,ADFG Conventional,118,West Devil Rock,315431,54.662,-131.796,54.634,-131.796,2019-05-12 11:28:57,2019-05-12 16:00:06,2019-05-12 16:05:48,2019-05-12 17:16:23,193,189,190,Mixed,Opposite,NW,15-25 kts,"Whales showed up on skate 11, predation started on skate 16, same pod as station 122, about 12 or so with 5 or 6 very young ones",18,Not Valid; orca,"orca predation Verified 03/04/20 EE",45,0,35,0,2,4,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",5,ADFG Conventional,118,West Devil Rock,315431,54.662,-131.796,54.634,-131.796,2019-05-12 11:28:57,2019-05-12 16:00:06,2019-05-12 16:05:48,2019-05-12 17:16:23,193,189,190,Mixed,Opposite,NW,15-25 kts,"Whales showed up on skate 11, predation started on skate 16, same pod as station 122, about 12 or so with 5 or 6 very young ones",19,Not Valid; orca,"orca predation Verified 03/04/20 EE",45,0,39,0,1,2,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",5,ADFG Conventional,118,West Devil Rock,315431,54.662,-131.796,54.634,-131.796,2019-05-12 11:28:57,2019-05-12 16:00:06,2019-05-12 16:05:48,2019-05-12 17:16:23,193,189,190,Mixed,Opposite,NW,15-25 kts,"Whales showed up on skate 11, predation started on skate 16, same pod as station 122, about 12 or so with 5 or 6 very young ones",20,Not Valid; orca,"orca predation Verified 03/04/20 EE",45,0,43,0,0,2,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",5,ADFG Conventional,118,West Devil Rock,315431,54.662,-131.796,54.634,-131.796,2019-05-12 11:28:57,2019-05-12 16:00:06,2019-05-12 16:05:48,2019-05-12 17:16:23,193,189,190,Mixed,Opposite,NW,15-25 kts,"Whales showed up on skate 11, predation started on skate 16, same pod as station 122, about 12 or so with 5 or 6 very young ones",21,Not Valid; orca,orca predation; Verified 03/05/20 EE,45,0,39,0,1,0,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",5,ADFG Conventional,118,West Devil Rock,315431,54.662,-131.796,54.634,-131.796,2019-05-12 11:28:57,2019-05-12 16:00:06,2019-05-12 16:05:48,2019-05-12 17:16:23,193,189,190,Mixed,Opposite,NW,15-25 kts,"Whales showed up on skate 11, predation started on skate 16, same pod as station 122, about 12 or so with 5 or 6 very young ones",22,Not Valid; orca,"orca predation Verified 03/04/20 EE",45,1,31,0,2,2,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",5,ADFG Conventional,118,West Devil Rock,315431,54.662,-131.796,54.634,-131.796,2019-05-12 11:28:57,2019-05-12 16:00:06,2019-05-12 16:05:48,2019-05-12 17:16:23,193,189,190,Mixed,Opposite,NW,15-25 kts,"Whales showed up on skate 11, predation started on skate 16, same pod as station 122, about 12 or so with 5 or 6 very young ones",23,Not Valid; orca,"orca predation Verified 03/04/20 EE",45,1,32,0,1,2,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",5,ADFG Conventional,118,West Devil Rock,315431,54.662,-131.796,54.634,-131.796,2019-05-12 11:28:57,2019-05-12 16:00:06,2019-05-12 16:05:48,2019-05-12 17:16:23,193,189,190,Mixed,Opposite,NW,15-25 kts,"Whales showed up on skate 11, predation started on skate 16, same pod as station 122, about 12 or so with 5 or 6 very young ones",24,Not Valid; orca,"orca predation Verified 03/04/20 EE",45,0,40,0,0,2,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",5,ADFG Conventional,118,West Devil Rock,315431,54.662,-131.796,54.634,-131.796,2019-05-12 11:28:57,2019-05-12 16:00:06,2019-05-12 16:05:48,2019-05-12 17:16:23,193,189,190,Mixed,Opposite,NW,15-25 kts,"Whales showed up on skate 11, predation started on skate 16, same pod as station 122, about 12 or so with 5 or 6 very young ones",25,Not Valid; orca,"orca predation Verified 03/04/20 EE",45,5,37,0,0,0,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",6,ADFG Conventional,107,Wedge Island,315502,55.176,-131.907,55.202,-131.908,2019-05-14 04:41:26,2019-05-14 07:49:37,2019-05-14 07:55:39,2019-05-14 09:22:55,228,232,231,Mud/Clay,Same,SE,5-15 kts,"Skate 9 orange sea anenome, skate 16 9 hook snarl with 1 sable",1,Valid,Deleted 1 Bare Hook to bring hoook total to 45; Verified 03/04/20 EE,45,0,8,0,36,0,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",6,ADFG Conventional,107,Wedge Island,315502,55.176,-131.907,55.202,-131.908,2019-05-14 04:41:26,2019-05-14 07:49:37,2019-05-14 07:55:39,2019-05-14 09:22:55,228,232,231,Mud/Clay,Same,SE,5-15 kts,"Skate 9 orange sea anenome, skate 16 9 hook snarl with 1 sable",2,Valid,Added 1 Invalid Hook to bring hook total to 45; Verified 03/04/20 EE,45,0,36,1,8,0,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",6,ADFG Conventional,107,Wedge Island,315502,55.176,-131.907,55.202,-131.908,2019-05-14 04:41:26,2019-05-14 07:49:37,2019-05-14 07:55:39,2019-05-14 09:22:55,228,232,231,Mud/Clay,Same,SE,5-15 kts,"Skate 9 orange sea anenome, skate 16 9 hook snarl with 1 sable",3,Valid,Verified 03/04/20 EE,45,0,25,0,20,0,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",6,ADFG Conventional,107,Wedge Island,315502,55.176,-131.907,55.202,-131.908,2019-05-14 04:41:26,2019-05-14 07:49:37,2019-05-14 07:55:39,2019-05-14 09:22:55,228,232,231,Mud/Clay,Same,SE,5-15 kts,"Skate 9 orange sea anenome, skate 16 9 hook snarl with 1 sable",4,Valid,Verified 03/04/20 EE,45,0,27,0,17,1,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",6,ADFG Conventional,107,Wedge Island,315502,55.176,-131.907,55.202,-131.908,2019-05-14 04:41:26,2019-05-14 07:49:37,2019-05-14 07:55:39,2019-05-14 09:22:55,228,232,231,Mud/Clay,Same,SE,5-15 kts,"Skate 9 orange sea anenome, skate 16 9 hook snarl with 1 sable",5,Valid,Verified 03/04/20 EE,45,0,26,0,17,1,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",6,ADFG Conventional,107,Wedge Island,315502,55.176,-131.907,55.202,-131.908,2019-05-14 04:41:26,2019-05-14 07:49:37,2019-05-14 07:55:39,2019-05-14 09:22:55,228,232,231,Mud/Clay,Same,SE,5-15 kts,"Skate 9 orange sea anenome, skate 16 9 hook snarl with 1 sable",6,Valid,Verified 03/04/20 EE,45,0,23,0,19,1,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",6,ADFG Conventional,107,Wedge Island,315502,55.176,-131.907,55.202,-131.908,2019-05-14 04:41:26,2019-05-14 07:49:37,2019-05-14 07:55:39,2019-05-14 09:22:55,228,232,231,Mud/Clay,Same,SE,5-15 kts,"Skate 9 orange sea anenome, skate 16 9 hook snarl with 1 sable",7,Valid,Verified 03/04/20 EE,45,0,29,0,13,0,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",6,ADFG Conventional,107,Wedge Island,315502,55.176,-131.907,55.202,-131.908,2019-05-14 04:41:26,2019-05-14 07:49:37,2019-05-14 07:55:39,2019-05-14 09:22:55,228,232,231,Mud/Clay,Same,SE,5-15 kts,"Skate 9 orange sea anenome, skate 16 9 hook snarl with 1 sable",8,Valid,Verified 03/04/20 EE,45,0,26,0,18,0,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",6,ADFG Conventional,107,Wedge Island,315502,55.176,-131.907,55.202,-131.908,2019-05-14 04:41:26,2019-05-14 07:49:37,2019-05-14 07:55:39,2019-05-14 09:22:55,228,232,231,Mud/Clay,Same,SE,5-15 kts,"Skate 9 orange sea anenome, skate 16 9 hook snarl with 1 sable",9,Valid,"orange sea anenome Verified 03/04/20 EE",45,0,29,0,12,0,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",6,ADFG Conventional,107,Wedge Island,315502,55.176,-131.907,55.202,-131.908,2019-05-14 04:41:26,2019-05-14 07:49:37,2019-05-14 07:55:39,2019-05-14 09:22:55,228,232,231,Mud/Clay,Same,SE,5-15 kts,"Skate 9 orange sea anenome, skate 16 9 hook snarl with 1 sable",10,Valid,Verified 03/04/20 EE,45,0,29,0,15,0,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",6,ADFG Conventional,107,Wedge Island,315502,55.176,-131.907,55.202,-131.908,2019-05-14 04:41:26,2019-05-14 07:49:37,2019-05-14 07:55:39,2019-05-14 09:22:55,228,232,231,Mud/Clay,Same,SE,5-15 kts,"Skate 9 orange sea anenome, skate 16 9 hook snarl with 1 sable",11,Valid,Verified 03/04/20 EE,45,0,28,0,15,1,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",6,ADFG Conventional,107,Wedge Island,315502,55.176,-131.907,55.202,-131.908,2019-05-14 04:41:26,2019-05-14 07:49:37,2019-05-14 07:55:39,2019-05-14 09:22:55,228,232,231,Mud/Clay,Same,SE,5-15 kts,"Skate 9 orange sea anenome, skate 16 9 hook snarl with 1 sable",12,Valid,Verified 03/04/20 EE,45,0,26,0,18,0,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",6,ADFG Conventional,107,Wedge Island,315502,55.176,-131.907,55.202,-131.908,2019-05-14 04:41:26,2019-05-14 07:49:37,2019-05-14 07:55:39,2019-05-14 09:22:55,228,232,231,Mud/Clay,Same,SE,5-15 kts,"Skate 9 orange sea anenome, skate 16 9 hook snarl with 1 sable",13,Valid,Added 1 Invalid Hook to bring hook total to 45; Verified 03/04/20 EE,45,0,19,2,20,0,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",6,ADFG Conventional,107,Wedge Island,315502,55.176,-131.907,55.202,-131.908,2019-05-14 04:41:26,2019-05-14 07:49:37,2019-05-14 07:55:39,2019-05-14 09:22:55,228,232,231,Mud/Clay,Same,SE,5-15 kts,"Skate 9 orange sea anenome, skate 16 9 hook snarl with 1 sable",14,Valid,Verified 03/04/20 EE,45,0,27,0,16,0,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",6,ADFG Conventional,107,Wedge Island,315502,55.176,-131.907,55.202,-131.908,2019-05-14 04:41:26,2019-05-14 07:49:37,2019-05-14 07:55:39,2019-05-14 09:22:55,228,232,231,Mud/Clay,Same,SE,5-15 kts,"Skate 9 orange sea anenome, skate 16 9 hook snarl with 1 sable",15,Valid,Verified 03/04/20 EE,45,0,25,0,17,0,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",6,ADFG Conventional,107,Wedge Island,315502,55.176,-131.907,55.202,-131.908,2019-05-14 04:41:26,2019-05-14 07:49:37,2019-05-14 07:55:39,2019-05-14 09:22:55,228,232,231,Mud/Clay,Same,SE,5-15 kts,"Skate 9 orange sea anenome, skate 16 9 hook snarl with 1 sable",16,Valid,"9 hk snarl w/ 1 sable Deleted 1 Bare Hook to bring hook total to 45; Verified 03/04/20 EE",45,0,22,10,7,3,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",6,ADFG Conventional,107,Wedge Island,315502,55.176,-131.907,55.202,-131.908,2019-05-14 04:41:26,2019-05-14 07:49:37,2019-05-14 07:55:39,2019-05-14 09:22:55,228,232,231,Mud/Clay,Same,SE,5-15 kts,"Skate 9 orange sea anenome, skate 16 9 hook snarl with 1 sable",17,Valid,Verified 03/04/20 EE,45,0,30,0,12,0,0
2019,Clarence Sablefish LL Survey,1,Providence,"ADFG staff Jodi Neil, Jill Walker and Elisa Teodori. Double check number of stations for both trips",6,ADFG Conventional,107,Wedge Island,315502,55.176,-131.907,55.202,-131.908,2019-05-14 04:41:26,2019-05-14 07:49:37,2019-05-14 07:55:39,2019-05-14 09:22:55,228,232,231,Mud/Clay,Same,SE,5-15 kts,"Skate 9 orange sea anenome, skate 16 9 hook snarl with 1 sable",18,Valid,Added 3 Invalid Hooks to bring hook total to 45; Verified 03/04/20 EE,45,0,23,4,17,0,0
