Year,Project,Trip No,Vessel Name,Trip Comments,Set No,Longline System,Station No,Area Description,G Stat Area,Start Latitude Decimal Degrees,Start Longitude Decimal Degree,End Latitude Decimal Degrees,End Longitude Decimal Degrees,Time Second Anchor Overboard,Time First Buoy Onboard,Time First Anchor Onboard,Time Second Anchor Onboard,Start Depth Fathoms,End Depth Fathoms,Avg Depth Fathoms,Substrate Type,Haul Back Order,Wind Direction,Wind Speed Knots,Set Comment,Subset No,Subset Condition,Subset Comments,Hooks - Total Number,Hooks - Number with Bait,Hooks - Number Bare,Hooks - Number Invalid,Sablefish,Dogfish,Sleeper Shark
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",12,ADFG Conventional,52,Port Alexander Mid,345603,56.2345,-134.454833,56.265667,-134.453833,7/29/2019 9:19,7/29/2019 15:44,7/29/2019 16:10,7/29/2019 18:16,395,393,395,Unknown,Same,S,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,6,Valid,,44,16,9,0,8,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",12,ADFG Conventional,52,Port Alexander Mid,345603,56.2345,-134.454833,56.265667,-134.453833,7/29/2019 9:19,7/29/2019 15:44,7/29/2019 16:10,7/29/2019 18:16,395,393,395,Unknown,Same,S,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,7,Valid,,45,16,12,4,11,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",12,ADFG Conventional,52,Port Alexander Mid,345603,56.2345,-134.454833,56.265667,-134.453833,7/29/2019 9:19,7/29/2019 15:44,7/29/2019 16:10,7/29/2019 18:16,395,393,395,Unknown,Same,S,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,8,Valid,,45,16,13,0,10,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",12,ADFG Conventional,52,Port Alexander Mid,345603,56.2345,-134.454833,56.265667,-134.453833,7/29/2019 9:19,7/29/2019 15:44,7/29/2019 16:10,7/29/2019 18:16,395,393,395,Unknown,Same,S,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,9,Valid,,45,22,12,0,3,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",12,ADFG Conventional,52,Port Alexander Mid,345603,56.2345,-134.454833,56.265667,-134.453833,7/29/2019 9:19,7/29/2019 15:44,7/29/2019 16:10,7/29/2019 18:16,395,393,395,Unknown,Same,S,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,10,Valid,,44,16,5,0,13,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",12,ADFG Conventional,52,Port Alexander Mid,345603,56.2345,-134.454833,56.265667,-134.453833,7/29/2019 9:19,7/29/2019 15:44,7/29/2019 16:10,7/29/2019 18:16,395,393,395,Unknown,Same,S,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,11,Valid,,46,20,11,2,9,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",12,ADFG Conventional,52,Port Alexander Mid,345603,56.2345,-134.454833,56.265667,-134.453833,7/29/2019 9:19,7/29/2019 15:44,7/29/2019 16:10,7/29/2019 18:16,395,393,395,Unknown,Same,S,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,12,Valid,,45,24,9,0,7,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",12,ADFG Conventional,52,Port Alexander Mid,345603,56.2345,-134.454833,56.265667,-134.453833,7/29/2019 9:19,7/29/2019 15:44,7/29/2019 16:10,7/29/2019 18:16,395,393,395,Unknown,Same,S,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,13,Valid,,45,24,15,1,1,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",12,ADFG Conventional,52,Port Alexander Mid,345603,56.2345,-134.454833,56.265667,-134.453833,7/29/2019 9:19,7/29/2019 15:44,7/29/2019 16:10,7/29/2019 18:16,395,393,395,Unknown,Same,S,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,14,Valid,,45,22,8,5,5,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",12,ADFG Conventional,52,Port Alexander Mid,345603,56.2345,-134.454833,56.265667,-134.453833,7/29/2019 9:19,7/29/2019 15:44,7/29/2019 16:10,7/29/2019 18:16,395,393,395,Unknown,Same,S,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,15,Valid,,45,26,2,0,10,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",12,ADFG Conventional,52,Port Alexander Mid,345603,56.2345,-134.454833,56.265667,-134.453833,7/29/2019 9:19,7/29/2019 15:44,7/29/2019 16:10,7/29/2019 18:16,395,393,395,Unknown,Same,S,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,16,Valid,,45,25,5,0,6,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",12,ADFG Conventional,52,Port Alexander Mid,345603,56.2345,-134.454833,56.265667,-134.453833,7/29/2019 9:19,7/29/2019 15:44,7/29/2019 16:10,7/29/2019 18:16,395,393,395,Unknown,Same,S,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,17,Valid,,45,24,4,1,8,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",12,ADFG Conventional,52,Port Alexander Mid,345603,56.2345,-134.454833,56.265667,-134.453833,7/29/2019 9:19,7/29/2019 15:44,7/29/2019 16:10,7/29/2019 18:16,395,393,395,Unknown,Same,S,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,18,Valid,,44,25,5,1,7,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",12,ADFG Conventional,52,Port Alexander Mid,345603,56.2345,-134.454833,56.265667,-134.453833,7/29/2019 9:19,7/29/2019 15:44,7/29/2019 16:10,7/29/2019 18:16,395,393,395,Unknown,Same,S,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,19,Valid,,45,19,3,10,6,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",12,ADFG Conventional,52,Port Alexander Mid,345603,56.2345,-134.454833,56.265667,-134.453833,7/29/2019 9:19,7/29/2019 15:44,7/29/2019 16:10,7/29/2019 18:16,395,393,395,Unknown,Same,S,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,20,Valid,,45,17,15,4,8,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",12,ADFG Conventional,52,Port Alexander Mid,345603,56.2345,-134.454833,56.265667,-134.453833,7/29/2019 9:19,7/29/2019 15:44,7/29/2019 16:10,7/29/2019 18:16,395,393,395,Unknown,Same,S,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,21,Valid,,45,20,12,1,9,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",12,ADFG Conventional,52,Port Alexander Mid,345603,56.2345,-134.454833,56.265667,-134.453833,7/29/2019 9:19,7/29/2019 15:44,7/29/2019 16:10,7/29/2019 18:16,395,393,395,Unknown,Same,S,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,22,Valid,,45,18,10,0,12,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",12,ADFG Conventional,52,Port Alexander Mid,345603,56.2345,-134.454833,56.265667,-134.453833,7/29/2019 9:19,7/29/2019 15:44,7/29/2019 16:10,7/29/2019 18:16,395,393,395,Unknown,Same,S,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,23,Valid,,45,31,3,0,11,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",12,ADFG Conventional,52,Port Alexander Mid,345603,56.2345,-134.454833,56.265667,-134.453833,7/29/2019 9:19,7/29/2019 15:44,7/29/2019 16:10,7/29/2019 18:16,395,393,395,Unknown,Same,S,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,24,Valid,,45,14,10,1,6,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",12,ADFG Conventional,52,Port Alexander Mid,345603,56.2345,-134.454833,56.265667,-134.453833,7/29/2019 9:19,7/29/2019 15:44,7/29/2019 16:10,7/29/2019 18:16,395,393,395,Unknown,Same,S,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,25,Valid,,45,17,12,1,8,0,0
2019,Chatham Sablefish LL Survey,2,Kaia,"ADFG staff: Elisa Teodori and Erica Ebert. Skipper- Randy Beason. Crew- Ryan Beason, Richie Garrison & Troy Mutz. Permit holder- Phil Wiley.",1,ADFG Conventional,9,N Washington Bay,345631,56.73033,-134.47567,56.75533,-134.48493,7/24/2019 4:28,7/24/2019 7:35,7/24/2019 8:05,7/24/2019 9:52,357,361,359,Hard,Opposite,SE,5-15 kts,"2nd anchor on board- tablet recorded 0952, paper form noted 1040; left as tablet time",1,Valid,,44,21,16,2,4,0,0
2019,Chatham Sablefish LL Survey,2,Kaia,"ADFG staff: Elisa Teodori and Erica Ebert. Skipper- Randy Beason. Crew- Ryan Beason, Richie Garrison & Troy Mutz. Permit holder- Phil Wiley.",1,ADFG Conventional,9,N Washington Bay,345631,56.73033,-134.47567,56.75533,-134.48493,7/24/2019 4:28,7/24/2019 7:35,7/24/2019 8:05,7/24/2019 9:52,357,361,359,Hard,Opposite,SE,5-15 kts,"2nd anchor on board- tablet recorded 0952, paper form noted 1040; left as tablet time",2,Valid,,46,24,11,0,11,0,0
2019,Chatham Sablefish LL Survey,2,Kaia,"ADFG staff: Elisa Teodori and Erica Ebert. Skipper- Randy Beason. Crew- Ryan Beason, Richie Garrison & Troy Mutz. Permit holder- Phil Wiley.",1,ADFG Conventional,9,N Washington Bay,345631,56.73033,-134.47567,56.75533,-134.48493,7/24/2019 4:28,7/24/2019 7:35,7/24/2019 8:05,7/24/2019 9:52,357,361,359,Hard,Opposite,SE,5-15 kts,"2nd anchor on board- tablet recorded 0952, paper form noted 1040; left as tablet time",3,Valid,,45,22,9,2,10,0,0
2019,Chatham Sablefish LL Survey,2,Kaia,"ADFG staff: Elisa Teodori and Erica Ebert. Skipper- Randy Beason. Crew- Ryan Beason, Richie Garrison & Troy Mutz. Permit holder- Phil Wiley.",1,ADFG Conventional,9,N Washington Bay,345631,56.73033,-134.47567,56.75533,-134.48493,7/24/2019 4:28,7/24/2019 7:35,7/24/2019 8:05,7/24/2019 9:52,357,361,359,Hard,Opposite,SE,5-15 kts,"2nd anchor on board- tablet recorded 0952, paper form noted 1040; left as tablet time",4,Valid,,44,16,12,5,8,0,0
2019,Chatham Sablefish LL Survey,2,Kaia,"ADFG staff: Elisa Teodori and Erica Ebert. Skipper- Randy Beason. Crew- Ryan Beason, Richie Garrison & Troy Mutz. Permit holder- Phil Wiley.",1,ADFG Conventional,9,N Washington Bay,345631,56.73033,-134.47567,56.75533,-134.48493,7/24/2019 4:28,7/24/2019 7:35,7/24/2019 8:05,7/24/2019 9:52,357,361,359,Hard,Opposite,SE,5-15 kts,"2nd anchor on board- tablet recorded 0952, paper form noted 1040; left as tablet time",5,Valid,,44,24,6,0,10,0,0
2019,Chatham Sablefish LL Survey,2,Kaia,"ADFG staff: Elisa Teodori and Erica Ebert. Skipper- Randy Beason. Crew- Ryan Beason, Richie Garrison & Troy Mutz. Permit holder- Phil Wiley.",1,ADFG Conventional,9,N Washington Bay,345631,56.73033,-134.47567,56.75533,-134.48493,7/24/2019 4:28,7/24/2019 7:35,7/24/2019 8:05,7/24/2019 9:52,357,361,359,Hard,Opposite,SE,5-15 kts,"2nd anchor on board- tablet recorded 0952, paper form noted 1040; left as tablet time",6,Valid,,44,23,4,0,15,0,0
2019,Chatham Sablefish LL Survey,2,Kaia,"ADFG staff: Elisa Teodori and Erica Ebert. Skipper- Randy Beason. Crew- Ryan Beason, Richie Garrison & Troy Mutz. Permit holder- Phil Wiley.",1,ADFG Conventional,9,N Washington Bay,345631,56.73033,-134.47567,56.75533,-134.48493,7/24/2019 4:28,7/24/2019 7:35,7/24/2019 8:05,7/24/2019 9:52,357,361,359,Hard,Opposite,SE,5-15 kts,"2nd anchor on board- tablet recorded 0952, paper form noted 1040; left as tablet time",7,Valid,,45,29,6,0,10,0,0
2019,Chatham Sablefish LL Survey,2,Kaia,"ADFG staff: Elisa Teodori and Erica Ebert. Skipper- Randy Beason. Crew- Ryan Beason, Richie Garrison & Troy Mutz. Permit holder- Phil Wiley.",1,ADFG Conventional,9,N Washington Bay,345631,56.73033,-134.47567,56.75533,-134.48493,7/24/2019 4:28,7/24/2019 7:35,7/24/2019 8:05,7/24/2019 9:52,357,361,359,Hard,Opposite,SE,5-15 kts,"2nd anchor on board- tablet recorded 0952, paper form noted 1040; left as tablet time",8,Valid,,45,31,7,0,7,0,0
2019,Chatham Sablefish LL Survey,2,Kaia,"ADFG staff: Elisa Teodori and Erica Ebert. Skipper- Randy Beason. Crew- Ryan Beason, Richie Garrison & Troy Mutz. Permit holder- Phil Wiley.",1,ADFG Conventional,9,N Washington Bay,345631,56.73033,-134.47567,56.75533,-134.48493,7/24/2019 4:28,7/24/2019 7:35,7/24/2019 8:05,7/24/2019 9:52,357,361,359,Hard,Opposite,SE,5-15 kts,"2nd anchor on board- tablet recorded 0952, paper form noted 1040; left as tablet time",9,Valid,,46,28,4,2,10,0,0
2019,Chatham Sablefish LL Survey,2,Kaia,"ADFG staff: Elisa Teodori and Erica Ebert. Skipper- Randy Beason. Crew- Ryan Beason, Richie Garrison & Troy Mutz. Permit holder- Phil Wiley.",1,ADFG Conventional,9,N Washington Bay,345631,56.73033,-134.47567,56.75533,-134.48493,7/24/2019 4:28,7/24/2019 7:35,7/24/2019 8:05,7/24/2019 9:52,357,361,359,Hard,Opposite,SE,5-15 kts,"2nd anchor on board- tablet recorded 0952, paper form noted 1040; left as tablet time",10,Valid,,47,20,15,0,9,0,0
2019,Chatham Sablefish LL Survey,2,Kaia,"ADFG staff: Elisa Teodori and Erica Ebert. Skipper- Randy Beason. Crew- Ryan Beason, Richie Garrison & Troy Mutz. Permit holder- Phil Wiley.",1,ADFG Conventional,9,N Washington Bay,345631,56.73033,-134.47567,56.75533,-134.48493,7/24/2019 4:28,7/24/2019 7:35,7/24/2019 8:05,7/24/2019 9:52,357,361,359,Hard,Opposite,SE,5-15 kts,"2nd anchor on board- tablet recorded 0952, paper form noted 1040; left as tablet time",11,Valid,,45,25,4,0,14,0,0
2019,Chatham Sablefish LL Survey,2,Kaia,"ADFG staff: Elisa Teodori and Erica Ebert. Skipper- Randy Beason. Crew- Ryan Beason, Richie Garrison & Troy Mutz. Permit holder- Phil Wiley.",1,ADFG Conventional,9,N Washington Bay,345631,56.73033,-134.47567,56.75533,-134.48493,7/24/2019 4:28,7/24/2019 7:35,7/24/2019 8:05,7/24/2019 9:52,357,361,359,Hard,Opposite,SE,5-15 kts,"2nd anchor on board- tablet recorded 0952, paper form noted 1040; left as tablet time",12,Valid,,45,25,4,0,13,0,0
2019,Chatham Sablefish LL Survey,2,Kaia,"ADFG staff: Elisa Teodori and Erica Ebert. Skipper- Randy Beason. Crew- Ryan Beason, Richie Garrison & Troy Mutz. Permit holder- Phil Wiley.",1,ADFG Conventional,9,N Washington Bay,345631,56.73033,-134.47567,56.75533,-134.48493,7/24/2019 4:28,7/24/2019 7:35,7/24/2019 8:05,7/24/2019 9:52,357,361,359,Hard,Opposite,SE,5-15 kts,"2nd anchor on board- tablet recorded 0952, paper form noted 1040; left as tablet time",13,Valid,,45,25,4,0,14,0,0
2019,Chatham Sablefish LL Survey,2,Kaia,"ADFG staff: Elisa Teodori and Erica Ebert. Skipper- Randy Beason. Crew- Ryan Beason, Richie Garrison & Troy Mutz. Permit holder- Phil Wiley.",1,ADFG Conventional,9,N Washington Bay,345631,56.73033,-134.47567,56.75533,-134.48493,7/24/2019 4:28,7/24/2019 7:35,7/24/2019 8:05,7/24/2019 9:52,357,361,359,Hard,Opposite,SE,5-15 kts,"2nd anchor on board- tablet recorded 0952, paper form noted 1040; left as tablet time",14,Valid,,47,18,11,2,13,0,0
2019,Chatham Sablefish LL Survey,2,Kaia,"ADFG staff: Elisa Teodori and Erica Ebert. Skipper- Randy Beason. Crew- Ryan Beason, Richie Garrison & Troy Mutz. Permit holder- Phil Wiley.",1,ADFG Conventional,9,N Washington Bay,345631,56.73033,-134.47567,56.75533,-134.48493,7/24/2019 4:28,7/24/2019 7:35,7/24/2019 8:05,7/24/2019 9:52,357,361,359,Hard,Opposite,SE,5-15 kts,"2nd anchor on board- tablet recorded 0952, paper form noted 1040; left as tablet time",15,Valid,,45,23,6,0,13,0,0
2019,Chatham Sablefish LL Survey,2,Kaia,"ADFG staff: Elisa Teodori and Erica Ebert. Skipper- Randy Beason. Crew- Ryan Beason, Richie Garrison & Troy Mutz. Permit holder- Phil Wiley.",1,ADFG Conventional,9,N Washington Bay,345631,56.73033,-134.47567,56.75533,-134.48493,7/24/2019 4:28,7/24/2019 7:35,7/24/2019 8:05,7/24/2019 9:52,357,361,359,Hard,Opposite,SE,5-15 kts,"2nd anchor on board- tablet recorded 0952, paper form noted 1040; left as tablet time",16,Valid,,46,15,13,4,12,0,0
2019,Chatham Sablefish LL Survey,2,Kaia,"ADFG staff: Elisa Teodori and Erica Ebert. Skipper- Randy Beason. Crew- Ryan Beason, Richie Garrison & Troy Mutz. Permit holder- Phil Wiley.",1,ADFG Conventional,9,N Washington Bay,345631,56.73033,-134.47567,56.75533,-134.48493,7/24/2019 4:28,7/24/2019 7:35,7/24/2019 8:05,7/24/2019 9:52,357,361,359,Hard,Opposite,SE,5-15 kts,"2nd anchor on board- tablet recorded 0952, paper form noted 1040; left as tablet time",17,Valid,,46,23,8,0,14,0,0
2019,Chatham Sablefish LL Survey,2,Kaia,"ADFG staff: Elisa Teodori and Erica Ebert. Skipper- Randy Beason. Crew- Ryan Beason, Richie Garrison & Troy Mutz. Permit holder- Phil Wiley.",1,ADFG Conventional,9,N Washington Bay,345631,56.73033,-134.47567,56.75533,-134.48493,7/24/2019 4:28,7/24/2019 7:35,7/24/2019 8:05,7/24/2019 9:52,357,361,359,Hard,Opposite,SE,5-15 kts,"2nd anchor on board- tablet recorded 0952, paper form noted 1040; left as tablet time",18,Valid,,44,16,11,0,14,0,0
2019,Chatham Sablefish LL Survey,2,Kaia,"ADFG staff: Elisa Teodori and Erica Ebert. Skipper- Randy Beason. Crew- Ryan Beason, Richie Garrison & Troy Mutz. Permit holder- Phil Wiley.",1,ADFG Conventional,9,N Washington Bay,345631,56.73033,-134.47567,56.75533,-134.48493,7/24/2019 4:28,7/24/2019 7:35,7/24/2019 8:05,7/24/2019 9:52,357,361,359,Hard,Opposite,SE,5-15 kts,"2nd anchor on board- tablet recorded 0952, paper form noted 1040; left as tablet time",19,Valid,shark bite,45,17,13,0,12,0,0
2019,Chatham Sablefish LL Survey,2,Kaia,"ADFG staff: Elisa Teodori and Erica Ebert. Skipper- Randy Beason. Crew- Ryan Beason, Richie Garrison & Troy Mutz. Permit holder- Phil Wiley.",1,ADFG Conventional,9,N Washington Bay,345631,56.73033,-134.47567,56.75533,-134.48493,7/24/2019 4:28,7/24/2019 7:35,7/24/2019 8:05,7/24/2019 9:52,357,361,359,Hard,Opposite,SE,5-15 kts,"2nd anchor on board- tablet recorded 0952, paper form noted 1040; left as tablet time",20,Valid,,44,16,9,0,15,0,0
2019,Chatham Sablefish LL Survey,2,Kaia,"ADFG staff: Elisa Teodori and Erica Ebert. Skipper- Randy Beason. Crew- Ryan Beason, Richie Garrison & Troy Mutz. Permit holder- Phil Wiley.",1,ADFG Conventional,9,N Washington Bay,345631,56.73033,-134.47567,56.75533,-134.48493,7/24/2019 4:28,7/24/2019 7:35,7/24/2019 8:05,7/24/2019 9:52,357,361,359,Hard,Opposite,SE,5-15 kts,"2nd anchor on board- tablet recorded 0952, paper form noted 1040; left as tablet time",21,Valid,,44,19,8,0,15,0,0
2019,Chatham Sablefish LL Survey,2,Kaia,"ADFG staff: Elisa Teodori and Erica Ebert. Skipper- Randy Beason. Crew- Ryan Beason, Richie Garrison & Troy Mutz. Permit holder- Phil Wiley.",1,ADFG Conventional,9,N Washington Bay,345631,56.73033,-134.47567,56.75533,-134.48493,7/24/2019 4:28,7/24/2019 7:35,7/24/2019 8:05,7/24/2019 9:52,357,361,359,Hard,Opposite,SE,5-15 kts,"2nd anchor on board- tablet recorded 0952, paper form noted 1040; left as tablet time",22,Valid,,44,12,17,0,15,0,0
2019,Chatham Sablefish LL Survey,2,Kaia,"ADFG staff: Elisa Teodori and Erica Ebert. Skipper- Randy Beason. Crew- Ryan Beason, Richie Garrison & Troy Mutz. Permit holder- Phil Wiley.",1,ADFG Conventional,9,N Washington Bay,345631,56.73033,-134.47567,56.75533,-134.48493,7/24/2019 4:28,7/24/2019 7:35,7/24/2019 8:05,7/24/2019 9:52,357,361,359,Hard,Opposite,SE,5-15 kts,"2nd anchor on board- tablet recorded 0952, paper form noted 1040; left as tablet time",23,Valid,,46,11,11,0,23,0,0
