=========================================================================
Parameter Value(s)
-------------------------------------------------------------------------
"Survey: AI,GOA,EBS_SHELF,EBS_SLOPE,NBS"
"Year: 2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1980"
"Common Name: spiny dogfish"
=========================================================================
"Survey","Year","Cruise Join ID","Haul Join ID","Catch Join ID","Cruise Number","Vessel Number","Haul Number","Starting Latitude (dd)","Starting Longitude (dd)","Ending Latitude (dd)","Ending Longitude (dd)","Stratum","Stratum INPFC Area","Stratum Min Depth (m)","Stratum Max Depth (m)","Stratum Description","Stratum Regulatory Area Name","Stratum Type","Domain","Density","Gear Performance","Satisfactory Gear Performance","Gear Performance Note","Gear Depth","Bottom Depth","Species Code","Common Name","Scientific Name","Length (mm)","Frequency","Sex","Sample Type","Length Type","akfin_load_date"
GOA,2003,1180649,1180809,1186671,200301,143,154,57.34422,-151.883,57.35659,-151.86951,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,0,Y,"Good performance",60,68,310,spiny dogfish,Squalus suckleyi,1050,1,Female,1,5,24-SEP-19
GOA,2003,1180649,1180810,1182313,200301,143,155,57.12412,-152.1443,57.13146,-152.123,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,0,Y,"Good performance",77,85,310,spiny dogfish,Squalus suckleyi,780,1,Female,1,5,24-SEP-19
GOA,2003,1180649,1180811,1182332,200301,143,156,57.10086,-152.6749,57.11412,-152.6765,130,Kodiak,101,200,"Albatross Gullies",CENTRAL GOA,GULLY,,,0,Y,"Good performance",159,166,310,spiny dogfish,Squalus suckleyi,740,1,Female,1,5,24-SEP-19
GOA,2005,-610,-12873,-361988,200501,134,308,56.92609,-153.2511,56.92296,-153.27589,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",82,89,310,spiny dogfish,Squalus suckleyi,810,1,Male,1,5,24-SEP-19
GOA,2007,-625,-4021,-77523,200701,94,269,55.41859,-134.11031,55.42117,-134.13589,151,Southeastern,101,200,"Prince of Wales Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",101,107,310,spiny dogfish,Squalus suckleyi,880,1,Male,1,5,24-SEP-19
GOA,2001,1077655,1077806,1084214,200101,57,209,58.1909,-151.1604,58.19055,-151.1386,130,Kodiak,101,200,"Albatross Gullies",CENTRAL GOA,GULLY,,,1.12,Y,"Hauled back early due to hang(s)",151,158,310,spiny dogfish,Squalus suckleyi,800,1,Female,1,1,24-SEP-19
GOA,2001,1077655,1077809,1081285,200101,57,212,58.30445,-150.2952,58.30121,-150.27161,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,0,Y,"Good performance",48,55,310,spiny dogfish,Squalus suckleyi,900,2,Female,1,1,24-SEP-19
GOA,2001,1077655,1077809,1081285,200101,57,212,58.30445,-150.2952,58.30121,-150.27161,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,0,Y,"Good performance",48,55,310,spiny dogfish,Squalus suckleyi,940,1,Female,1,1,24-SEP-19
GOA,2001,1077655,1077813,1081343,200101,57,217,58.64342,-150.39529,58.65134,-150.41541,131,Kodiak,101,200,"Portlock Flats",CENTRAL GOA,SHELF,,,1.11,Y,"Completed tow",173,179,310,spiny dogfish,Squalus suckleyi,760,1,Male,1,1,24-SEP-19
GOA,2001,1077655,1077832,1081755,200101,57,240,59.91357,-147.4001,59.90051,-147.4017,33,Kodiak,1,100,"Kenai Peninsula",CENTRAL GOA,SHELF,,,0,Y,"Good performance",49,54,310,spiny dogfish,Squalus suckleyi,810,1,Female,1,1,24-SEP-19
GOA,2001,1077655,1077832,1081755,200101,57,240,59.91357,-147.4001,59.90051,-147.4017,33,Kodiak,1,100,"Kenai Peninsula",CENTRAL GOA,SHELF,,,0,Y,"Good performance",49,54,310,spiny dogfish,Squalus suckleyi,850,2,Female,1,1,24-SEP-19
GOA,2001,1077655,1077775,1080569,200101,57,250,58.93511,-151.08369,58.93546,-151.05721,132,Kodiak,101,200,"Barren Islands",CENTRAL GOA,SHELF,,,0,Y,"Good performance",158,165,310,spiny dogfish,Squalus suckleyi,910,1,Female,1,1,24-SEP-19
GOA,2003,1180649,1180817,1182454,200301,143,163,57.29995,-151.66341,57.28703,-151.6517,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,1.11,Y,"Completed tow",55,62,310,spiny dogfish,Squalus suckleyi,830,1,Male,1,5,24-SEP-19
GOA,2003,1180649,1180839,1182147,200301,143,190,57.78545,-151.6488,57.78074,-151.6245,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,0,Y,"Good performance",44,52,310,spiny dogfish,Squalus suckleyi,790,1,Female,1,5,24-SEP-19
GOA,2003,1180649,1180839,1182147,200301,143,190,57.78545,-151.6488,57.78074,-151.6245,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,0,Y,"Good performance",44,52,310,spiny dogfish,Squalus suckleyi,800,2,Female,1,5,24-SEP-19
GOA,2003,1180649,1180839,1182147,200301,143,190,57.78545,-151.6488,57.78074,-151.6245,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,0,Y,"Good performance",44,52,310,spiny dogfish,Squalus suckleyi,840,6,Female,1,5,24-SEP-19
GOA,2003,1180649,1180839,1182147,200301,143,190,57.78545,-151.6488,57.78074,-151.6245,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,0,Y,"Good performance",44,52,310,spiny dogfish,Squalus suckleyi,780,1,Male,1,5,24-SEP-19
GOA,2003,1180649,1180839,1182147,200301,143,190,57.78545,-151.6488,57.78074,-151.6245,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,0,Y,"Good performance",44,52,310,spiny dogfish,Squalus suckleyi,660,1,Female,1,5,24-SEP-19
GOA,2003,1180649,1180841,1183312,200301,143,192,57.68277,-151.7505,57.68304,-151.726,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,0,Y,"Good performance",56,63,310,spiny dogfish,Squalus suckleyi,960,1,Female,1,5,24-SEP-19
GOA,2003,1180649,1180846,1181909,200301,143,199,57.8746,-152.32359,57.867,-152.3425,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,1.11,Y,"Completed tow",188,195,310,spiny dogfish,Squalus suckleyi,750,1,Female,1,5,24-SEP-19
GOA,2003,1180649,1180846,1181909,200301,143,199,57.8746,-152.32359,57.867,-152.3425,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,1.11,Y,"Completed tow",188,195,310,spiny dogfish,Squalus suckleyi,830,1,Female,1,5,24-SEP-19
GOA,2003,1180649,1180846,1181909,200301,143,199,57.8746,-152.32359,57.867,-152.3425,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,1.11,Y,"Completed tow",188,195,310,spiny dogfish,Squalus suckleyi,870,1,Female,1,5,24-SEP-19
GOA,2003,1180649,1180846,1181909,200301,143,199,57.8746,-152.32359,57.867,-152.3425,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,1.11,Y,"Completed tow",188,195,310,spiny dogfish,Squalus suckleyi,900,1,Female,1,5,24-SEP-19
GOA,2003,1180649,1180851,1183562,200301,143,206,58.16558,-150.8168,58.17066,-150.83949,130,Kodiak,101,200,"Albatross Gullies",CENTRAL GOA,GULLY,,,0,Y,"Good performance",105,112,310,spiny dogfish,Squalus suckleyi,820,1,Female,1,5,24-SEP-19
GOA,2007,-625,-3341,-66266,200701,94,146,56.77208,-153.826,56.76572,-153.80341,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",30,38,310,spiny dogfish,Squalus suckleyi,1030,1,Female,1,5,24-SEP-19
GOA,2003,1180649,1180948,1183389,200301,143,221,59.15566,-149.5899,59.14576,-149.5735,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",175,182,310,spiny dogfish,Squalus suckleyi,690,1,Female,1,5,24-SEP-19
GOA,2003,1180649,1180923,1183407,200301,143,222,59.19171,-149.74381,59.1813,-149.75909,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",127,134,310,spiny dogfish,Squalus suckleyi,810,3,Male,1,5,24-SEP-19
GOA,2003,1180649,1180923,1183407,200301,143,222,59.19171,-149.74381,59.1813,-149.75909,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",127,134,310,spiny dogfish,Squalus suckleyi,700,1,Female,1,5,24-SEP-19
GOA,2003,1180649,1180923,1183407,200301,143,222,59.19171,-149.74381,59.1813,-149.75909,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",127,134,310,spiny dogfish,Squalus suckleyi,780,2,Female,1,5,24-SEP-19
GOA,2003,1180649,1180928,1182950,200301,143,227,59.84026,-149.5311,59.82692,-149.5325,33,Kodiak,1,100,"Kenai Peninsula",CENTRAL GOA,SHELF,,,0,Y,"Good performance",154,161,310,spiny dogfish,Squalus suckleyi,890,1,Male,1,5,24-SEP-19
GOA,2003,1180649,1180928,1182950,200301,143,227,59.84026,-149.5311,59.82692,-149.5325,33,Kodiak,1,100,"Kenai Peninsula",CENTRAL GOA,SHELF,,,0,Y,"Good performance",154,161,310,spiny dogfish,Squalus suckleyi,770,2,Female,1,5,24-SEP-19
GOA,2003,1180649,1180930,1183057,200301,143,229,59.73218,-148.34219,59.74274,-148.32651,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",164,170,310,spiny dogfish,Squalus suckleyi,710,1,Male,1,5,24-SEP-19
GOA,2003,1180649,1180930,1183057,200301,143,229,59.73218,-148.34219,59.74274,-148.32651,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",164,170,310,spiny dogfish,Squalus suckleyi,830,1,Male,1,5,24-SEP-19
GOA,2003,1180649,1180934,1183072,200301,143,233,59.9733,-147.13161,59.95803,-147.1301,140,Yakutat,101,200,"Middleton Shelf",EASTERN GOA,SHELF,,,6.31,Y,"Haulback delayed due to mechanical problems",197,203,310,spiny dogfish,Squalus suckleyi,880,1,Female,1,5,24-SEP-19
GOA,2003,1180649,1180935,1182699,200301,143,234,60.00203,-147.3091,59.98778,-147.3112,33,Kodiak,1,100,"Kenai Peninsula",CENTRAL GOA,SHELF,,,0,Y,"Good performance",26,34,310,spiny dogfish,Squalus suckleyi,780,2,Male,1,5,24-SEP-19
GOA,2003,1180649,1180935,1182699,200301,143,234,60.00203,-147.3091,59.98778,-147.3112,33,Kodiak,1,100,"Kenai Peninsula",CENTRAL GOA,SHELF,,,0,Y,"Good performance",26,34,310,spiny dogfish,Squalus suckleyi,730,1,Female,1,5,24-SEP-19
GOA,2003,1180649,1180935,1182699,200301,143,234,60.00203,-147.3091,59.98778,-147.3112,33,Kodiak,1,100,"Kenai Peninsula",CENTRAL GOA,SHELF,,,0,Y,"Good performance",26,34,310,spiny dogfish,Squalus suckleyi,750,4,Female,1,5,24-SEP-19
GOA,2003,1180649,1180936,1182198,200301,143,235,60.02674,-147.20599,60.03851,-147.2168,140,Yakutat,101,200,"Middleton Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",183,190,310,spiny dogfish,Squalus suckleyi,750,1,Male,1,5,24-SEP-19
GOA,2003,1180649,1180936,1182198,200301,143,235,60.02674,-147.20599,60.03851,-147.2168,140,Yakutat,101,200,"Middleton Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",183,190,310,spiny dogfish,Squalus suckleyi,710,1,Female,1,5,24-SEP-19
GOA,2003,1180649,1180937,1183098,200301,143,236,60.12323,-147.13091,60.13388,-147.11549,140,Yakutat,101,200,"Middleton Shelf",EASTERN GOA,SHELF,,,6,Y,"Unspecified problems",209,216,310,spiny dogfish,Squalus suckleyi,770,1,Male,1,5,24-SEP-19
GOA,2003,1180649,1180937,1183098,200301,143,236,60.12323,-147.13091,60.13388,-147.11549,140,Yakutat,101,200,"Middleton Shelf",EASTERN GOA,SHELF,,,6,Y,"Unspecified problems",209,216,310,spiny dogfish,Squalus suckleyi,710,1,Female,1,5,24-SEP-19
GOA,2003,1180649,1180805,1181128,200301,143,241,59.7553,-146.1824,59.75494,-146.2075,41,Yakutat,1,100,"Middleton Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",73,80,310,spiny dogfish,Squalus suckleyi,840,1,Male,1,5,24-SEP-19
GOA,2003,1180649,1180805,1181128,200301,143,241,59.7553,-146.1824,59.75494,-146.2075,41,Yakutat,1,100,"Middleton Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",73,80,310,spiny dogfish,Squalus suckleyi,820,2,Female,1,5,24-SEP-19
GOA,2003,1180649,1180807,1181522,200301,143,243,60.12564,-145.62669,60.13811,-145.62801,140,Yakutat,101,200,"Middleton Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",117,123,310,spiny dogfish,Squalus suckleyi,740,1,Male,1,5,24-SEP-19
GOA,2003,1180649,1180807,1181522,200301,143,243,60.12564,-145.62669,60.13811,-145.62801,140,Yakutat,101,200,"Middleton Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",117,123,310,spiny dogfish,Squalus suckleyi,880,1,Male,1,5,24-SEP-19
GOA,2003,1180649,1180861,1181567,200301,143,246,59.79239,-143.8378,59.77982,-143.8362,141,Yakutat,101,200,"Yakataga Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",122,128,310,spiny dogfish,Squalus suckleyi,690,1,Female,1,5,24-SEP-19
GOA,2003,1180649,1180861,1181567,200301,143,246,59.79239,-143.8378,59.77982,-143.8362,141,Yakutat,101,200,"Yakataga Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",122,128,310,spiny dogfish,Squalus suckleyi,780,1,Female,1,5,24-SEP-19
GOA,2001,1077656,1077965,1084977,200101,94,49,54.41747,-161.73351,54.42654,-161.7505,110,Shumagin,101,200,"Sanak Gully",WESTERN GOA,GULLY,,,0,Y,"Good performance",142,149,310,spiny dogfish,Squalus suckleyi,850,1,Female,1,1,24-SEP-19
GOA,2003,1180649,1180879,1186061,200301,143,264,59.63092,-140.35181,59.63446,-140.37511,40,Yakutat,1,100,"Yakutat Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",64,71,310,spiny dogfish,Squalus suckleyi,690,1,Male,1,5,24-SEP-19
GOA,2003,1180649,1180879,1186061,200301,143,264,59.63092,-140.35181,59.63446,-140.37511,40,Yakutat,1,100,"Yakutat Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",64,71,310,spiny dogfish,Squalus suckleyi,700,1,Male,1,5,24-SEP-19
GOA,2003,1180649,1180879,1186061,200301,143,264,59.63092,-140.35181,59.63446,-140.37511,40,Yakutat,1,100,"Yakutat Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",64,71,310,spiny dogfish,Squalus suckleyi,770,2,Male,1,5,24-SEP-19
GOA,2003,1180649,1180879,1186061,200301,143,264,59.63092,-140.35181,59.63446,-140.37511,40,Yakutat,1,100,"Yakutat Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",64,71,310,spiny dogfish,Squalus suckleyi,780,1,Male,1,5,24-SEP-19
GOA,2003,1180649,1180879,1186061,200301,143,264,59.63092,-140.35181,59.63446,-140.37511,40,Yakutat,1,100,"Yakutat Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",64,71,310,spiny dogfish,Squalus suckleyi,670,2,Female,1,5,24-SEP-19
GOA,2003,1180649,1180879,1186061,200301,143,264,59.63092,-140.35181,59.63446,-140.37511,40,Yakutat,1,100,"Yakutat Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",64,71,310,spiny dogfish,Squalus suckleyi,790,1,Female,1,5,24-SEP-19
GOA,2003,1180649,1180879,1186061,200301,143,264,59.63092,-140.35181,59.63446,-140.37511,40,Yakutat,1,100,"Yakutat Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",64,71,310,spiny dogfish,Squalus suckleyi,860,1,Female,1,5,24-SEP-19
GOA,2003,1180649,1180888,1186000,200301,143,274,57.71447,-136.4408,57.72558,-136.45151,150,Southeastern,101,200,"Baranof-Chichagof Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",101,107,310,spiny dogfish,Squalus suckleyi,910,1,Female,1,5,24-SEP-19
GOA,2003,1180649,1180904,1181652,200301,143,291,55.77121,-134.52921,55.78031,-134.54469,151,Southeastern,101,200,"Prince of Wales Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",160,166,310,spiny dogfish,Squalus suckleyi,790,1,Male,1,5,24-SEP-19
GOA,2005,-608,-13022,-386687,200501,143,143,56.57587,-153.97639,56.57558,-154.00301,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,5.2,Y,"Net improperly configured unspecified reason",19,28,310,spiny dogfish,Squalus suckleyi,810,1,Female,1,5,24-SEP-19
GOA,2005,-608,-13027,-386794,200501,143,148,56.99106,-152.7126,56.98667,-152.7357,130,Kodiak,101,200,"Albatross Gullies",CENTRAL GOA,GULLY,,,6.3,Y,"Unspecified mechanical problems",140,146,310,spiny dogfish,Squalus suckleyi,780,1,Male,1,5,24-SEP-19
GOA,2005,-608,-13032,-386879,200501,143,153,57.27314,-152.25,57.27338,-152.2733,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,0,Y,"Good performance",70,78,310,spiny dogfish,Squalus suckleyi,790,1,Female,1,5,24-SEP-19
GOA,2005,-608,-13037,-386967,200501,143,158,58.1763,-151.58189,58.16665,-151.5979,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",91,99,310,spiny dogfish,Squalus suckleyi,750,1,Male,1,5,24-SEP-19
GOA,1999,978773,985760,989775,199901,57,129,56.33554,-153.2088,56.33426,-153.235,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,0,Y,"Good performance",48,48,310,spiny dogfish,Squalus suckleyi,970,1,Female,1,1,24-SEP-19
GOA,2001,1077656,1078014,1086043,200101,94,110,56.06657,-155.8732,56.07327,-155.89211,22,Chirikof,1,100,"Chirikof Bank",CENTRAL GOA,SHELF,,,0,Y,"Good performance",65,72,310,spiny dogfish,Squalus suckleyi,880,1,Female,1,1,24-SEP-19
GOA,2001,1077656,1078058,1089816,200101,94,161,56.77126,-153.8237,56.76572,-153.8008,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",31,39,310,spiny dogfish,Squalus suckleyi,1020,1,Female,1,1,24-SEP-19
GOA,2001,1077656,1078073,1087262,200101,94,179,56.94769,-153.18021,56.93994,-153.19949,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",84,91,310,spiny dogfish,Squalus suckleyi,860,1,Male,1,1,24-SEP-19
GOA,2001,1077656,1078074,1087296,200101,94,180,56.76609,-153.278,56.77818,-153.2675,130,Kodiak,101,200,"Albatross Gullies",CENTRAL GOA,GULLY,,,0,Y,"Good performance",133,139,310,spiny dogfish,Squalus suckleyi,820,1,Female,1,1,24-SEP-19
GOA,2005,-608,-13100,-388202,200501,143,221,59.72814,-145.8092,59.71614,-145.80209,41,Yakutat,1,100,"Middleton Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",75,82,310,spiny dogfish,Squalus suckleyi,690,1,Female,1,5,24-SEP-19
GOA,2005,-608,-13102,-388250,200501,143,223,59.86102,-145.49229,59.87344,-145.4881,41,Yakutat,1,100,"Middleton Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",85,92,310,spiny dogfish,Squalus suckleyi,800,1,Female,1,5,24-SEP-19
GOA,2005,-608,-13103,-388288,200501,143,224,60.05,-145.5295,60.05701,-145.55051,140,Yakutat,101,200,"Middleton Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",108,115,310,spiny dogfish,Squalus suckleyi,710,1,Female,1,5,24-SEP-19
GOA,2005,-608,-13103,-388288,200501,143,224,60.05,-145.5295,60.05701,-145.55051,140,Yakutat,101,200,"Middleton Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",108,115,310,spiny dogfish,Squalus suckleyi,860,1,Female,1,5,24-SEP-19
GOA,2005,-608,-13104,-388307,200501,143,225,59.87728,-145.0585,59.88941,-145.0493,140,Yakutat,101,200,"Middleton Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",172,179,310,spiny dogfish,Squalus suckleyi,750,1,Male,1,5,24-SEP-19
GOA,2005,-608,-13108,-388419,200501,143,229,59.69089,-143.5298,59.70008,-143.547,240,Yakutat,201,300,"Yakutat Gullies",EASTERN GOA,GULLY,,,0,Y,"Good performance",273,280,310,spiny dogfish,Squalus suckleyi,810,1,Male,1,5,24-SEP-19
GOA,2005,-608,-13119,-388717,200501,143,240,59.72135,-141.4848,59.73064,-141.5025,40,Yakutat,1,100,"Yakutat Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",51,58,310,spiny dogfish,Squalus suckleyi,770,1,Female,1,5,24-SEP-19
GOA,2005,-608,-13122,-388779,200501,143,243,58.73641,-138.1552,58.72393,-138.1575,40,Yakutat,1,100,"Yakutat Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",89,96,310,spiny dogfish,Squalus suckleyi,740,1,Female,1,5,24-SEP-19
GOA,2005,-608,-13123,-388802,200501,143,244,58.50039,-137.87959,58.51002,-137.89481,143,Yakutat,101,200,"Fairweather Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",141,147,310,spiny dogfish,Squalus suckleyi,710,1,Male,1,5,24-SEP-19
GOA,2005,-608,-13123,-388802,200501,143,244,58.50039,-137.87959,58.51002,-137.89481,143,Yakutat,101,200,"Fairweather Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",141,147,310,spiny dogfish,Squalus suckleyi,870,1,Male,1,5,24-SEP-19
GOA,2005,-608,-13123,-388802,200501,143,244,58.50039,-137.87959,58.51002,-137.89481,143,Yakutat,101,200,"Fairweather Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",141,147,310,spiny dogfish,Squalus suckleyi,680,3,Female,1,5,24-SEP-19
GOA,2005,-608,-13123,-388802,200501,143,244,58.50039,-137.87959,58.51002,-137.89481,143,Yakutat,101,200,"Fairweather Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",141,147,310,spiny dogfish,Squalus suckleyi,700,1,Female,1,5,24-SEP-19
GOA,2005,-608,-13123,-388802,200501,143,244,58.50039,-137.87959,58.51002,-137.89481,143,Yakutat,101,200,"Fairweather Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",141,147,310,spiny dogfish,Squalus suckleyi,810,1,Female,1,5,24-SEP-19
GOA,2005,-608,-13123,-388802,200501,143,244,58.50039,-137.87959,58.51002,-137.89481,143,Yakutat,101,200,"Fairweather Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",141,147,310,spiny dogfish,Squalus suckleyi,860,1,Female,1,5,24-SEP-19
GOA,2005,-608,-13124,-388826,200501,143,245,58.49663,-137.6214,58.49178,-137.64349,143,Yakutat,101,200,"Fairweather Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",170,176,310,spiny dogfish,Squalus suckleyi,620,1,Female,1,5,24-SEP-19
GOA,2005,-608,-13124,-388826,200501,143,245,58.49663,-137.6214,58.49178,-137.64349,143,Yakutat,101,200,"Fairweather Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",170,176,310,spiny dogfish,Squalus suckleyi,800,2,Female,1,5,24-SEP-19
GOA,2005,-608,-13124,-388826,200501,143,245,58.49663,-137.6214,58.49178,-137.64349,143,Yakutat,101,200,"Fairweather Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",170,176,310,spiny dogfish,Squalus suckleyi,820,3,Female,1,5,24-SEP-19
GOA,2005,-608,-13124,-388826,200501,143,245,58.49663,-137.6214,58.49178,-137.64349,143,Yakutat,101,200,"Fairweather Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",170,176,310,spiny dogfish,Squalus suckleyi,870,1,Female,1,5,24-SEP-19
GOA,2005,-608,-13124,-388826,200501,143,245,58.49663,-137.6214,58.49178,-137.64349,143,Yakutat,101,200,"Fairweather Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",170,176,310,spiny dogfish,Squalus suckleyi,910,2,Female,1,5,24-SEP-19
GOA,2005,-608,-13125,-388854,200501,143,246,58.4066,-138.28371,58.40909,-138.25999,143,Yakutat,101,200,"Fairweather Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",116,123,310,spiny dogfish,Squalus suckleyi,740,1,Female,1,5,24-SEP-19
GOA,2005,-608,-13127,-388894,200501,143,248,58.30434,-137.58839,58.3009,-137.61169,143,Yakutat,101,200,"Fairweather Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",170,176,310,spiny dogfish,Squalus suckleyi,660,1,Female,1,5,24-SEP-19
GOA,2005,-608,-13127,-388894,200501,143,248,58.30434,-137.58839,58.3009,-137.61169,143,Yakutat,101,200,"Fairweather Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",170,176,310,spiny dogfish,Squalus suckleyi,790,1,Female,1,5,24-SEP-19
GOA,2005,-608,-13128,-388947,200501,143,249,58.20776,-137.11259,58.20168,-137.1335,143,Yakutat,101,200,"Fairweather Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",110,117,310,spiny dogfish,Squalus suckleyi,760,1,Female,1,5,24-SEP-19
GOA,2005,-608,-13129,-388948,200501,143,250,58.29446,-137.2674,58.29269,-137.2435,143,Yakutat,101,200,"Fairweather Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",119,126,310,spiny dogfish,Squalus suckleyi,660,1,Female,1,5,24-SEP-19
GOA,2005,-608,-13130,-388982,200501,143,251,58.17289,-136.8279,58.16422,-136.8107,150,Southeastern,101,200,"Baranof-Chichagof Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",120,128,310,spiny dogfish,Squalus suckleyi,690,1,Female,1,5,24-SEP-19
GOA,2005,-608,-13130,-388982,200501,143,251,58.17289,-136.8279,58.16422,-136.8107,150,Southeastern,101,200,"Baranof-Chichagof Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",120,128,310,spiny dogfish,Squalus suckleyi,790,1,Female,1,5,24-SEP-19
GOA,1999,978773,985744,987195,199901,57,225,58.90269,-138.7081,58.88914,-138.7127,142,Yakutat,101,200,"Yakutat Flats",EASTERN GOA,SHELF,,,6.22,Y,"Wire out greater than recommended scope",123,123,310,spiny dogfish,Squalus suckleyi,960,2,Female,1,1,24-SEP-19
GOA,2001,1077656,1078079,1090029,200101,94,185,56.86781,-152.604,56.87695,-152.5874,130,Kodiak,101,200,"Albatross Gullies",CENTRAL GOA,GULLY,,,0,Y,"Good performance",139,146,310,spiny dogfish,Squalus suckleyi,950,1,Female,1,1,24-SEP-19
GOA,2001,1077656,1078096,1087723,200101,94,205,57.69581,-151.4232,57.69663,-151.4512,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,0,Y,"Good performance",57,64,310,spiny dogfish,Squalus suckleyi,820,1,Male,1,5,24-SEP-19
