=========================================================================
Parameter Value(s)
-------------------------------------------------------------------------
"Year: 2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010"
"Species Common Name: Spiny dogfish"
=========================================================================
"Year","Country","Vessel Number","Station Number","Geographic Area Name","Geographic Area Code","NPFMC Sablefish Mgmt Area","Geographic Area RPN Flag","Station Type Description","Active Flag","NMFS Area Code","Depth Stratum","Stratum Description","Haul Date","Start Latitude (DD)","Start Hemi NS","Start Longitude (DD)","Start Hemi EW","End Latitude (DD)","End Hemi NS","End Longitude (DD)","End Hemi EW","Species Code","Common Name","Sex","Length","Frequencey","Loaded to Repository"
2020,United States,96,145,Ommaney Trench,47,East Yakutat/Southeast,1,Standard,1,650,4,301-400m,10-JUL-20,56.098166666666664,N,-135.03366666666668,W,56.038333333333334,N,-134.92983333333333,W,310,"Spiny dogfish",2,56,2,04-SEP-20
2020,United States,96,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,4,301-400m,05-JUL-20,54.648333333333333,N,-132.83600000000001,W,54.596499999999999,N,-132.92449999999999,W,310,"Spiny dogfish",2,62,1,04-SEP-20
2020,United States,96,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,4,301-400m,05-JUL-20,54.648333333333333,N,-132.83600000000001,W,54.596499999999999,N,-132.92449999999999,W,310,"Spiny dogfish",1,66,1,04-SEP-20
2020,United States,96,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,05-JUL-20,54.648333333333333,N,-132.83600000000001,W,54.596499999999999,N,-132.92449999999999,W,310,"Spiny dogfish",1,71,1,04-SEP-20
2020,United States,96,136,W-Grounds,41,West Yakutat,0,Standard,1,640,2,101-200m,31-JUL-20,59.762,N,-143.70983333333334,W,59.747166666666665,N,-143.584,W,310,"Spiny dogfish",1,66,2,04-SEP-20
2020,United States,96,107,Southeast slope,45,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,07-JUL-20,54.899999999999999,N,-134.28966666666668,W,55.020666666666664,N,-134.46033333333332,W,310,"Spiny dogfish",1,70,1,04-SEP-20
2020,United States,96,107,Southeast slope,45,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,07-JUL-20,54.899999999999999,N,-134.28966666666668,W,55.020666666666664,N,-134.46033333333332,W,310,"Spiny dogfish",2,78,1,04-SEP-20
2020,United States,96,108,Southeast slope,45,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,06-JUL-20,54.465499999999999,N,-133.91666666666666,W,54.55383333333333,N,-134.08466666666666,W,310,"Spiny dogfish",1,61,1,04-SEP-20
2020,United States,96,149,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,5,401-600m,05-JUL-20,54.595833333333331,N,-133.01716666666667,W,54.595166666666664,N,-133.1515,W,310,"Spiny dogfish",2,52,1,04-SEP-20
2019,United States,81,108,Southeast slope,45,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,06-JUL-19,54.462333333333333,N,-133.91800000000001,W,54.542999999999999,N,-134.07333333333332,W,310,"Spiny dogfish",2,79,1,04-SEP-20
2019,United States,81,131,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,09-AUG-19,58.8035,N,-149.04133333333334,W,58.838333333333331,N,-148.93783333333334,W,310,"Spiny dogfish",1,63,4,04-SEP-20
2019,United States,81,131,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,09-AUG-19,58.8035,N,-149.04133333333334,W,58.838333333333331,N,-148.93783333333334,W,310,"Spiny dogfish",1,67,1,04-SEP-20
2019,United States,81,131,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,09-AUG-19,58.8035,N,-149.04133333333334,W,58.838333333333331,N,-148.93783333333334,W,310,"Spiny dogfish",1,70,1,04-SEP-20
2019,United States,81,135,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,05-AUG-19,59.517499999999998,N,-147.15483333333333,W,59.448333333333331,N,-147.14883333333333,W,310,"Spiny dogfish",1,68,1,04-SEP-20
2019,United States,81,136,W-Grounds,41,West Yakutat,0,Standard,1,640,2,101-200m,29-JUL-19,59.74283333333333,N,-143.57683333333333,W,59.761166666666668,N,-143.70916666666668,W,310,"Spiny dogfish",1,70,1,04-SEP-20
2019,United States,81,132,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,08-AUG-19,59.078000000000003,N,-149.42016666666666,W,59.036833333333334,N,-149.52283333333332,W,310,"Spiny dogfish",2,58,1,04-SEP-20
2019,United States,81,134,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,05-AUG-19,59.613833333333332,N,-146.96899999999999,W,59.560000000000002,N,-147.04366666666667,W,310,"Spiny dogfish",2,56,1,04-SEP-20
2019,United States,81,134,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,05-AUG-19,59.613833333333332,N,-146.96899999999999,W,59.560000000000002,N,-147.04366666666667,W,310,"Spiny dogfish",1,61,1,04-SEP-20
2019,United States,81,134,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,05-AUG-19,59.613833333333332,N,-146.96899999999999,W,59.560000000000002,N,-147.04366666666667,W,310,"Spiny dogfish",2,64,4,04-SEP-20
2019,United States,81,137,W-Grounds,41,West Yakutat,0,Standard,1,640,3,201-300m,29-JUL-19,59.673999999999999,N,-143.38900000000001,W,59.710999999999999,N,-143.48683333333332,W,310,"Spiny dogfish",2,62,1,04-SEP-20
2019,United States,81,143,Spencer Gully,46,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,16-JUL-19,57.966000000000001,N,-137.07883333333334,W,57.969000000000001,N,-137.21033333333332,W,310,"Spiny dogfish",1,59,1,04-SEP-20
2019,United States,81,143,Spencer Gully,46,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,16-JUL-19,57.966000000000001,N,-137.07883333333334,W,57.969000000000001,N,-137.21033333333332,W,310,"Spiny dogfish",2,60,1,04-SEP-20
2019,United States,81,143,Spencer Gully,46,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,16-JUL-19,57.966000000000001,N,-137.07883333333334,W,57.969000000000001,N,-137.21033333333332,W,310,"Spiny dogfish",2,64,1,04-SEP-20
2019,United States,81,143,Spencer Gully,46,East Yakutat/Southeast,1,Standard,1,650,4,301-400m,16-JUL-19,57.966000000000001,N,-137.07883333333334,W,57.969000000000001,N,-137.21033333333332,W,310,"Spiny dogfish",1,68,1,04-SEP-20
2019,United States,81,144,Ommaney Trench,47,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,10-JUL-19,55.930666666666667,N,-134.90466666666666,W,55.994999999999997,N,-134.91366666666667,W,310,"Spiny dogfish",2,60,1,04-SEP-20
2019,United States,81,144,Ommaney Trench,47,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,10-JUL-19,55.930666666666667,N,-134.90466666666666,W,55.994999999999997,N,-134.91366666666667,W,310,"Spiny dogfish",2,78,2,04-SEP-20
2019,United States,81,107,Southeast slope,45,East Yakutat/Southeast,1,Standard,1,650,4,301-400m,07-JUL-19,54.901000000000003,N,-134.28883333333334,W,55.009666666666668,N,-134.43350000000001,W,310,"Spiny dogfish",2,59,2,04-SEP-20
2019,United States,81,107,Southeast slope,45,East Yakutat/Southeast,1,Standard,1,650,4,301-400m,07-JUL-19,54.901000000000003,N,-134.28883333333334,W,55.009666666666668,N,-134.43350000000001,W,310,"Spiny dogfish",1,60,1,04-SEP-20
2019,United States,81,107,Southeast slope,45,East Yakutat/Southeast,1,Standard,1,650,4,301-400m,07-JUL-19,54.901000000000003,N,-134.28883333333334,W,55.009666666666668,N,-134.43350000000001,W,310,"Spiny dogfish",1,71,2,04-SEP-20
2019,United States,81,130,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,2,101-200m,09-AUG-19,58.730833333333337,N,-149.18866666666668,W,58.769500000000001,N,-149.08183333333332,W,310,"Spiny dogfish",2,53,1,04-SEP-20
2019,United States,81,132,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,2,101-200m,08-AUG-19,59.078000000000003,N,-149.42016666666666,W,59.036833333333334,N,-149.52283333333332,W,310,"Spiny dogfish",2,62,1,04-SEP-20
2019,United States,81,136,W-Grounds,41,West Yakutat,0,Standard,1,640,3,201-300m,29-JUL-19,59.74283333333333,N,-143.57683333333333,W,59.761166666666668,N,-143.70916666666668,W,310,"Spiny dogfish",1,55,1,04-SEP-20
2019,United States,81,133,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,08-AUG-19,58.949666666666666,N,-149.50716666666668,W,58.923000000000002,N,-149.62333333333333,W,310,"Spiny dogfish",2,78,1,04-SEP-20
2019,United States,81,136,W-Grounds,41,West Yakutat,0,Standard,1,640,2,101-200m,29-JUL-19,59.74283333333333,N,-143.57683333333333,W,59.761166666666668,N,-143.70916666666668,W,310,"Spiny dogfish",2,54,1,04-SEP-20
2019,United States,81,136,W-Grounds,41,West Yakutat,0,Standard,1,640,2,101-200m,29-JUL-19,59.74283333333333,N,-143.57683333333333,W,59.761166666666668,N,-143.70916666666668,W,310,"Spiny dogfish",2,55,1,04-SEP-20
2019,United States,81,136,W-Grounds,41,West Yakutat,0,Standard,1,640,2,101-200m,29-JUL-19,59.74283333333333,N,-143.57683333333333,W,59.761166666666668,N,-143.70916666666668,W,310,"Spiny dogfish",1,61,1,04-SEP-20
2019,United States,81,136,W-Grounds,41,West Yakutat,0,Standard,1,640,3,201-300m,29-JUL-19,59.74283333333333,N,-143.57683333333333,W,59.761166666666668,N,-143.70916666666668,W,310,"Spiny dogfish",2,58,5,04-SEP-20
2019,United States,81,136,W-Grounds,41,West Yakutat,0,Standard,1,640,3,201-300m,29-JUL-19,59.74283333333333,N,-143.57683333333333,W,59.761166666666668,N,-143.70916666666668,W,310,"Spiny dogfish",2,65,3,04-SEP-20
2019,United States,81,136,W-Grounds,41,West Yakutat,0,Standard,1,640,3,201-300m,29-JUL-19,59.74283333333333,N,-143.57683333333333,W,59.761166666666668,N,-143.70916666666668,W,310,"Spiny dogfish",2,66,2,04-SEP-20
2019,United States,81,136,W-Grounds,41,West Yakutat,0,Standard,1,640,3,201-300m,29-JUL-19,59.74283333333333,N,-143.57683333333333,W,59.761166666666668,N,-143.70916666666668,W,310,"Spiny dogfish",2,73,2,04-SEP-20
2019,United States,81,136,W-Grounds,41,West Yakutat,0,Standard,1,640,4,301-400m,29-JUL-19,59.74283333333333,N,-143.57683333333333,W,59.761166666666668,N,-143.70916666666668,W,310,"Spiny dogfish",1,59,1,04-SEP-20
2019,United States,81,144,Ommaney Trench,47,East Yakutat/Southeast,1,Standard,1,650,4,301-400m,10-JUL-19,55.930666666666667,N,-134.90466666666666,W,55.994999999999997,N,-134.91366666666667,W,310,"Spiny dogfish",1,54,1,04-SEP-20
2019,United States,81,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,2,101-200m,05-JUL-19,54.648333333333333,N,-132.84399999999999,W,54.600333333333332,N,-132.93033333333332,W,310,"Spiny dogfish",1,59,1,04-SEP-20
2019,United States,81,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,2,101-200m,05-JUL-19,54.648333333333333,N,-132.84399999999999,W,54.600333333333332,N,-132.93033333333332,W,310,"Spiny dogfish",1,68,1,04-SEP-20
2019,United States,81,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,2,101-200m,05-JUL-19,54.648333333333333,N,-132.84399999999999,W,54.600333333333332,N,-132.93033333333332,W,310,"Spiny dogfish",2,90,1,04-SEP-20
2010,United States,96,68,Shumagin Slope,25,Western Gulf of Alaska,1,Standard,1,610,2,101-200m,22-JUN-10,54.131666666666668,N,-161.64716666666666,W,54.055,N,-161.86783333333332,W,310,"Spiny dogfish",2,62,1,04-SEP-20
2010,United States,96,63,Shumagin Slope,25,Western Gulf of Alaska,1,Standard,1,610,2,101-200m,17-JUN-10,52.963333333333331,N,-168.13716666666667,W,52.843333333333334,N,-168.2465,W,310,"Spiny dogfish",2,52,1,04-SEP-20
2010,United States,96,71,Shumagin Slope,25,Western Gulf of Alaska,1,Standard,1,610,2,101-200m,25-JUN-10,54.506666666666668,N,-159.26016666666666,W,54.380000000000003,N,-159.40516666666667,W,310,"Spiny dogfish",2,69,1,04-SEP-20
2010,United States,96,75,Chirikof slope,30,Central Gulf of Alaska,1,Standard,1,620,3,201-300m,29-JUN-10,55.640000000000001,N,-155.84916666666666,W,55.568333333333335,N,-155.85966666666667,W,310,"Spiny dogfish",1,67,1,04-SEP-20
2010,United States,96,133,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,08-AUG-10,58.946666666666665,N,-149.51166666666666,W,58.918333333333337,N,-149.64516666666665,W,310,"Spiny dogfish",2,62,2,04-SEP-20
2010,United States,96,133,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,08-AUG-10,58.946666666666665,N,-149.51166666666666,W,58.918333333333337,N,-149.64516666666665,W,310,"Spiny dogfish",2,77,1,04-SEP-20
2010,United States,96,133,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,08-AUG-10,58.946666666666665,N,-149.51166666666666,W,58.918333333333337,N,-149.64516666666665,W,310,"Spiny dogfish",2,63,1,04-SEP-20
2010,United States,96,133,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,08-AUG-10,58.946666666666665,N,-149.51166666666666,W,58.918333333333337,N,-149.64516666666665,W,310,"Spiny dogfish",2,73,1,04-SEP-20
2010,United States,96,145,Ommaney Trench,47,East Yakutat/Southeast,1,Standard,1,650,4,301-400m,10-JUL-10,56.033333333333331,N,-134.92833333333334,W,56.088333333333331,N,-135.01900000000001,W,310,"Spiny dogfish",1,68,1,04-SEP-20
2010,United States,96,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,2,101-200m,05-JUL-10,54.648333333333333,N,-132.84033333333332,W,54.604999999999997,N,-132.91666666666666,W,310,"Spiny dogfish",1,62,1,04-SEP-20
2010,United States,96,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,2,101-200m,05-JUL-10,54.648333333333333,N,-132.84033333333332,W,54.604999999999997,N,-132.91666666666666,W,310,"Spiny dogfish",2,58,2,04-SEP-20
2010,United States,96,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,2,101-200m,05-JUL-10,54.648333333333333,N,-132.84033333333332,W,54.604999999999997,N,-132.91666666666666,W,310,"Spiny dogfish",2,55,2,04-SEP-20
2010,United States,96,133,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,08-AUG-10,58.946666666666665,N,-149.51166666666666,W,58.918333333333337,N,-149.64516666666665,W,310,"Spiny dogfish",1,53,1,04-SEP-20
2010,United States,96,133,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,08-AUG-10,58.946666666666665,N,-149.51166666666666,W,58.918333333333337,N,-149.64516666666665,W,310,"Spiny dogfish",2,58,1,04-SEP-20
2010,United States,96,133,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,08-AUG-10,58.946666666666665,N,-149.51166666666666,W,58.918333333333337,N,-149.64516666666665,W,310,"Spiny dogfish",1,55,2,04-SEP-20
2010,United States,96,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,05-JUL-10,54.648333333333333,N,-132.84033333333332,W,54.604999999999997,N,-132.91666666666666,W,310,"Spiny dogfish",1,67,1,04-SEP-20
2010,United States,96,134,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,05-AUG-10,59.611666666666665,N,-146.9855,W,59.548333333333332,N,-147.06083333333333,W,310,"Spiny dogfish",2,53,2,04-SEP-20
2010,United States,96,135,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,05-AUG-10,59.523333333333333,N,-147.15299999999999,W,59.450000000000003,N,-147.15233333333333,W,310,"Spiny dogfish",2,76,2,04-SEP-20
2010,United States,96,108,Southeast slope,45,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,06-JUL-10,54.463333333333331,N,-133.91800000000001,W,54.551666666666669,N,-134.05916666666667,W,310,"Spiny dogfish",1,66,1,04-SEP-20
2010,United States,96,134,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,05-AUG-10,59.611666666666665,N,-146.9855,W,59.548333333333332,N,-147.06083333333333,W,310,"Spiny dogfish",1,60,3,04-SEP-20
2010,United States,96,100,Southeast slope,45,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,15-JUL-10,57.62166666666667,N,-136.5385,W,57.658333333333331,N,-136.76233333333334,W,310,"Spiny dogfish",1,54,1,04-SEP-20
2010,United States,96,100,Southeast slope,45,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,15-JUL-10,57.62166666666667,N,-136.5385,W,57.658333333333331,N,-136.76233333333334,W,310,"Spiny dogfish",1,72,1,04-SEP-20
2010,United States,96,103,Southeast Shelf,49,East Yakutat/Southeast,0,Standard,1,650,3,201-300m,12-JUL-10,56.384999999999998,N,-135.35233333333332,W,56.368333333333332,N,-135.61833333333334,W,310,"Spiny dogfish",2,52,2,04-SEP-20
2010,United States,96,103,Southeast Shelf,49,East Yakutat/Southeast,0,Standard,1,650,3,201-300m,12-JUL-10,56.384999999999998,N,-135.35233333333332,W,56.368333333333332,N,-135.61833333333334,W,310,"Spiny dogfish",2,60,1,04-SEP-20
2010,United States,96,103,Southeast Shelf,49,East Yakutat/Southeast,0,Standard,1,650,3,201-300m,12-JUL-10,56.384999999999998,N,-135.35233333333332,W,56.368333333333332,N,-135.61833333333334,W,310,"Spiny dogfish",2,54,1,04-SEP-20
2010,United States,96,144,Ommaney Trench,47,East Yakutat/Southeast,1,Standard,1,650,4,301-400m,10-JUL-10,55.931666666666665,N,-134.90049999999999,W,56.005000000000003,N,-134.91050000000001,W,310,"Spiny dogfish",2,70,1,04-SEP-20
2010,United States,96,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,4,301-400m,05-JUL-10,54.648333333333333,N,-132.84033333333332,W,54.604999999999997,N,-132.91666666666666,W,310,"Spiny dogfish",2,49,2,04-SEP-20
2010,United States,96,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,2,101-200m,05-JUL-10,54.648333333333333,N,-132.84033333333332,W,54.604999999999997,N,-132.91666666666666,W,310,"Spiny dogfish",2,67,1,04-SEP-20
2010,United States,96,107,Southeast slope,45,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,07-JUL-10,54.901666666666664,N,-134.28533333333334,W,55.005000000000003,N,-134.4435,W,310,"Spiny dogfish",1,63,1,04-SEP-20
2010,United States,96,107,Southeast slope,45,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,07-JUL-10,54.901666666666664,N,-134.28533333333334,W,55.005000000000003,N,-134.4435,W,310,"Spiny dogfish",2,63,1,04-SEP-20
2010,United States,96,107,Southeast slope,45,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,07-JUL-10,54.901666666666664,N,-134.28533333333334,W,55.005000000000003,N,-134.4435,W,310,"Spiny dogfish",2,86,1,04-SEP-20
2010,United States,96,135,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,05-AUG-10,59.523333333333333,N,-147.15299999999999,W,59.450000000000003,N,-147.15233333333333,W,310,"Spiny dogfish",2,51,1,04-SEP-20
2010,United States,96,135,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,05-AUG-10,59.523333333333333,N,-147.15299999999999,W,59.450000000000003,N,-147.15233333333333,W,310,"Spiny dogfish",1,57,1,04-SEP-20
2010,United States,96,138,Yakutat Valley,42,West Yakutat,0,Standard,1,640,3,201-300m,26-JUL-10,59.418333333333337,N,-140.9485,W,59.428333333333335,N,-141.17599999999999,W,310,"Spiny dogfish",1,61,1,04-SEP-20
2010,United States,96,138,Yakutat Valley,42,West Yakutat,0,Standard,1,640,3,201-300m,26-JUL-10,59.418333333333337,N,-140.9485,W,59.428333333333335,N,-141.17599999999999,W,310,"Spiny dogfish",2,72,1,04-SEP-20
2010,United States,96,134,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,05-AUG-10,59.611666666666665,N,-146.9855,W,59.548333333333332,N,-147.06083333333333,W,310,"Spiny dogfish",1,63,1,04-SEP-20
2010,United States,96,134,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,05-AUG-10,59.611666666666665,N,-146.9855,W,59.548333333333332,N,-147.06083333333333,W,310,"Spiny dogfish",1,64,1,04-SEP-20
2010,United States,96,126,Shelikof Trough,31,Central Gulf of Alaska,0,Standard,1,620,3,201-300m,23-AUG-10,57.346666666666664,N,-155.02633333333333,W,57.348333333333336,N,-155.17166666666665,W,310,"Spiny dogfish",2,78,1,04-SEP-20
2010,United States,96,126,Shelikof Trough,31,Central Gulf of Alaska,0,Standard,1,620,3,201-300m,23-AUG-10,57.346666666666664,N,-155.02633333333333,W,57.348333333333336,N,-155.17166666666665,W,310,"Spiny dogfish",2,80,1,04-SEP-20
2010,United States,96,126,Shelikof Trough,31,Central Gulf of Alaska,0,Standard,1,620,3,201-300m,23-AUG-10,57.346666666666664,N,-155.02633333333333,W,57.348333333333336,N,-155.17166666666665,W,310,"Spiny dogfish",1,63,1,04-SEP-20
2010,United States,96,124,Shelikof Trough,31,Central Gulf of Alaska,0,Standard,1,620,2,101-200m,24-AUG-10,56.993333333333332,N,-155.07300000000001,W,56.99666666666667,N,-155.20583333333335,W,310,"Spiny dogfish",2,85,1,04-SEP-20
2010,United States,96,124,Shelikof Trough,31,Central Gulf of Alaska,0,Standard,1,620,2,101-200m,24-AUG-10,56.993333333333332,N,-155.07300000000001,W,56.99666666666667,N,-155.20583333333335,W,310,"Spiny dogfish",2,67,1,04-SEP-20
2010,United States,96,126,Shelikof Trough,31,Central Gulf of Alaska,0,Standard,1,620,3,201-300m,23-AUG-10,57.346666666666664,N,-155.02633333333333,W,57.348333333333336,N,-155.17166666666665,W,310,"Spiny dogfish",1,76,1,04-SEP-20
2010,United States,96,127,Shelikof Trough,31,Central Gulf of Alaska,0,Standard,1,620,3,201-300m,23-AUG-10,57.348333333333336,N,-155.2475,W,57.326666666666668,N,-155.38900000000001,W,310,"Spiny dogfish",2,81,1,04-SEP-20
2010,United States,96,127,Shelikof Trough,31,Central Gulf of Alaska,0,Standard,1,620,3,201-300m,23-AUG-10,57.348333333333336,N,-155.2475,W,57.326666666666668,N,-155.38900000000001,W,310,"Spiny dogfish",2,59,1,04-SEP-20
2010,United States,96,127,Shelikof Trough,31,Central Gulf of Alaska,0,Standard,1,620,3,201-300m,23-AUG-10,57.348333333333336,N,-155.2475,W,57.326666666666668,N,-155.38900000000001,W,310,"Spiny dogfish",1,63,1,04-SEP-20
2010,United States,96,103,Southeast Shelf,49,East Yakutat/Southeast,0,Standard,1,650,2,101-200m,12-JUL-10,56.384999999999998,N,-135.35233333333332,W,56.368333333333332,N,-135.61833333333334,W,310,"Spiny dogfish",2,74,1,04-SEP-20
2010,United States,96,103,Southeast Shelf,49,East Yakutat/Southeast,0,Standard,1,650,2,101-200m,12-JUL-10,56.384999999999998,N,-135.35233333333332,W,56.368333333333332,N,-135.61833333333334,W,310,"Spiny dogfish",1,62,1,04-SEP-20
2010,United States,96,103,Southeast Shelf,49,East Yakutat/Southeast,0,Standard,1,650,2,101-200m,12-JUL-10,56.384999999999998,N,-135.35233333333332,W,56.368333333333332,N,-135.61833333333334,W,310,"Spiny dogfish",2,86,1,04-SEP-20
2010,United States,96,124,Shelikof Trough,31,Central Gulf of Alaska,0,Standard,1,620,3,201-300m,24-AUG-10,56.993333333333332,N,-155.07300000000001,W,56.99666666666667,N,-155.20583333333335,W,310,"Spiny dogfish",2,80,2,04-SEP-20
2010,United States,96,124,Shelikof Trough,31,Central Gulf of Alaska,0,Standard,1,620,3,201-300m,24-AUG-10,56.993333333333332,N,-155.07300000000001,W,56.99666666666667,N,-155.20583333333335,W,310,"Spiny dogfish",2,77,1,04-SEP-20
2010,United States,96,144,Ommaney Trench,47,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,10-JUL-10,55.931666666666665,N,-134.90049999999999,W,56.005000000000003,N,-134.91050000000001,W,310,"Spiny dogfish",2,64,1,04-SEP-20
2010,United States,96,132,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,2,101-200m,08-AUG-10,59.079999999999998,N,-149.40950000000001,W,59.036666666666669,N,-149.52416666666667,W,310,"Spiny dogfish",1,60,1,04-SEP-20
2010,United States,96,132,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,2,101-200m,08-AUG-10,59.079999999999998,N,-149.40950000000001,W,59.036666666666669,N,-149.52416666666667,W,310,"Spiny dogfish",2,64,1,04-SEP-20
2010,United States,96,103,Southeast Shelf,49,East Yakutat/Southeast,0,Standard,1,650,3,201-300m,12-JUL-10,56.384999999999998,N,-135.35233333333332,W,56.368333333333332,N,-135.61833333333334,W,310,"Spiny dogfish",2,64,3,04-SEP-20
2010,United States,96,103,Southeast Shelf,49,East Yakutat/Southeast,0,Standard,1,650,3,201-300m,12-JUL-10,56.384999999999998,N,-135.35233333333332,W,56.368333333333332,N,-135.61833333333334,W,310,"Spiny dogfish",2,63,1,04-SEP-20
2010,United States,96,103,Southeast Shelf,49,East Yakutat/Southeast,0,Standard,1,650,3,201-300m,12-JUL-10,56.384999999999998,N,-135.35233333333332,W,56.368333333333332,N,-135.61833333333334,W,310,"Spiny dogfish",2,68,1,04-SEP-20
2010,United States,96,144,Ommaney Trench,47,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,10-JUL-10,55.931666666666665,N,-134.90049999999999,W,56.005000000000003,N,-134.91050000000001,W,310,"Spiny dogfish",2,60,2,04-SEP-20
2010,United States,96,144,Ommaney Trench,47,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,10-JUL-10,55.931666666666665,N,-134.90049999999999,W,56.005000000000003,N,-134.91050000000001,W,310,"Spiny dogfish",2,59,3,04-SEP-20
2010,United States,96,144,Ommaney Trench,47,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,10-JUL-10,55.931666666666665,N,-134.90049999999999,W,56.005000000000003,N,-134.91050000000001,W,310,"Spiny dogfish",1,58,1,04-SEP-20
2010,United States,96,144,Ommaney Trench,47,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,10-JUL-10,55.931666666666665,N,-134.90049999999999,W,56.005000000000003,N,-134.91050000000001,W,310,"Spiny dogfish",2,57,1,04-SEP-20
2010,United States,96,144,Ommaney Trench,47,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,10-JUL-10,55.931666666666665,N,-134.90049999999999,W,56.005000000000003,N,-134.91050000000001,W,310,"Spiny dogfish",2,78,1,04-SEP-20
2010,United States,96,132,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,08-AUG-10,59.079999999999998,N,-149.40950000000001,W,59.036666666666669,N,-149.52416666666667,W,310,"Spiny dogfish",2,69,1,04-SEP-20
2010,United States,96,132,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,08-AUG-10,59.079999999999998,N,-149.40950000000001,W,59.036666666666669,N,-149.52416666666667,W,310,"Spiny dogfish",2,55,1,04-SEP-20
2010,United States,96,132,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,2,101-200m,08-AUG-10,59.079999999999998,N,-149.40950000000001,W,59.036666666666669,N,-149.52416666666667,W,310,"Spiny dogfish",2,53,1,04-SEP-20
