Year,Project,Station_No,Trip_No,Set_No,Lat,Long,Avg_Depth_fms,hooks_tot,hooks_bait,hooks_bare,hooks_inval,sable_no,dogf_no,PSS_no
2001,Chatham Sablefish LL Survey,28,2,14,57.311667,-134.712,292,1123,530,254,39,202,0,2
2001,Chatham Sablefish LL Survey,29,2,13,57.323667,-134.617,294,1136,246,395,39,420,0,0
2001,Chatham Sablefish LL Survey,3,1,6,56.5565,-134.517833,356,1107,348,327,27,299,0,6
2001,Chatham Sablefish LL Survey,30,3,13,57.330667,-134.657333,348,1126,312,234,17,450,0,3
2001,Chatham Sablefish LL Survey,32,3,14,57.375,-134.767667,366,1125,277,296,79,427,0,1
2001,Chatham Sablefish LL Survey,33,3,15,57.448333,-134.692333,300,1122,311,262,47,457,0,4
2001,Chatham Sablefish LL Survey,35,3,11,57.5485,-134.702167,285,1121,302,250,51,465,0,2
2001,Chatham Sablefish LL Survey,37,3,12,57.562667,-134.752333,327,1125,316,211,61,461,0,3
2001,Chatham Sablefish LL Survey,39,3,10,57.598667,-134.727167,250,1120,446,240,36,294,0,1
2001,Chatham Sablefish LL Survey,4,1,5,56.691667,-134.580333,367,1097,146,485,95,312,0,0
2001,Chatham Sablefish LL Survey,41,3,9,57.693667,-134.876833,285,1120,185,273,122,485,0,3
2001,Chatham Sablefish LL Survey,42,3,8,57.731333,-134.885667,300,1115,305,229,17,520,0,1
2001,Chatham Sablefish LL Survey,43,3,6,57.764667,-134.7665,286,1100,112,344,45,536,0,5
2001,Chatham Sablefish LL Survey,44,3,7,57.7705,-134.8125,0,1176,285,160,148,559,0,0
2001,Chatham Sablefish LL Survey,45,3,5,57.7845,-134.835,289,1121,146,228,24,698,0,2
2001,Chatham Sablefish LL Survey,46,3,4,57.831333,-134.814667,258,1121,225,240,21,577,0,3
2001,Chatham Sablefish LL Survey,47,3,3,57.869667,-134.770333,253,1126,151,379,50,469,0,3
2001,Chatham Sablefish LL Survey,49,3,2,57.8815,-134.781167,274,1118,49,354,70,597,0,4
2001,Chatham Sablefish LL Survey,5,1,4,56.705,-134.5515,376,1103,148,501,25,402,0,3
2001,Chatham Sablefish LL Survey,51,3,1,57.9425,-134.8025,290,1133,130,318,37,597,0,4
2001,Chatham Sablefish LL Survey,52,1,11,56.257167,-134.454833,395,1099,499,176,36,315,0,3
2001,Chatham Sablefish LL Survey,53,1,14,56.420833,-134.494833,385,1111,419,295,48,311,0,4
2001,Chatham Sablefish LL Survey,54,1,13,56.339667,-134.564667,285,1096,349,313,23,146,0,7
2001,Chatham Sablefish LL Survey,55,1,10,56.112667,-134.509,285,1104,208,339,16,436,0,6
2001,Chatham Sablefish LL Survey,56,1,8,56.435667,-134.605333,316,1109,331,248,10,349,0,2
2001,Chatham Sablefish LL Survey,57,1,12,56.250833,-134.412167,377,1105,535,222,45,237,0,3
2001,Chatham Sablefish LL Survey,58,1,9,56.1355,-134.579667,296,1105,571,205,11,190,0,0
2001,Chatham Sablefish LL Survey,6,1,2,56.687,-134.424833,269,973,192,331,66,303,0,2
2001,Chatham Sablefish LL Survey,7,1,1,56.720667,-134.441167,255,1092,294,335,28,334,0,3
2001,Chatham Sablefish LL Survey,8,1,3,56.716667,-134.553333,392,1118,50,549,6,475,0,1
2001,Chatham Sablefish LL Survey,9,2,3,56.73,-134.474167,358,1126,253,352,106,353,0,2
2001,Clarence Sablefish LL Survey,10,2,8,54.789333,-131.697667,260,2217,10,1494,91,498,5,0
2001,Clarence Sablefish LL Survey,12,2,5,54.81,-131.883333,218,1085,0,800,59,116,64,0
2001,Clarence Sablefish LL Survey,14,2,10,54.839167,-131.712,227,1141,27,716,10,247,29,0
2001,Clarence Sablefish LL Survey,15,2,3,54.848667,-131.941,235,1107,0,977,12,26,64,0
2001,Clarence Sablefish LL Survey,16,2,11,54.8875,-131.930833,230,1115,0,986,10,43,16,0
2001,Clarence Sablefish LL Survey,17,2,2,54.899167,-131.859167,227,1077,3,894,41,62,33,0
2001,Clarence Sablefish LL Survey,18,2,1,54.905667,-131.804333,225,1097,2,898,5,80,41,0
2001,Clarence Sablefish LL Survey,2,2,12,54.691333,-131.901167,199,1130,42,637,42,178,144,0
2001,Clarence Sablefish LL Survey,20,1,19,54.989167,-131.712833,218,1120,1,867,5,182,28,0
2001,Clarence Sablefish LL Survey,21,1,18,55.044833,-131.8165,225,1119,0,935,20,116,13,0
2001,Clarence Sablefish LL Survey,26,1,17,55.159833,-131.9095,230,1091,62,645,46,128,43,0
2001,Clarence Sablefish LL Survey,27,1,16,55.232,-131.937333,195,967,2,657,5,227,8,0
2001,Clarence Sablefish LL Survey,3,2,6,54.75,-131.730167,210,1123,2,784,43,228,5,0
2001,Clarence Sablefish LL Survey,30,1,15,55.293,-131.934833,231,1121,5,906,75,110,2,0
2001,Clarence Sablefish LL Survey,31,1,14,55.3315,-132.002,240,1120,1,1024,9,64,3,0
2001,Clarence Sablefish LL Survey,33,1,13,55.3455,-131.981833,218,1117,1,1049,5,50,3,0
2001,Clarence Sablefish LL Survey,35,1,11,55.406,-131.982,250,1114,2,948,17,120,2,0
2001,Clarence Sablefish LL Survey,36,1,12,55.400667,-131.934167,250,1105,53,787,12,191,4,0
2001,Clarence Sablefish LL Survey,37,1,10,55.473833,-131.984667,240,1104,9,793,143,113,1,0
2001,Clarence Sablefish LL Survey,39,1,9,55.502333,-132.135833,271,1109,1,901,4,139,5,0
2001,Clarence Sablefish LL Survey,4,2,7,54.697167,-131.735167,208,1110,55,790,13,196,8,0
2001,Clarence Sablefish LL Survey,41,1,8,55.5485,-132.1545,240,1098,31,641,33,249,4,0
2001,Clarence Sablefish LL Survey,43,1,7,55.516333,-132.159333,210,1105,102,597,36,198,29,0
2001,Clarence Sablefish LL Survey,44,1,6,55.569333,-132.226667,285,1102,4,711,9,316,2,0
2001,Clarence Sablefish LL Survey,46,1,4,55.607667,-132.276167,310,1096,3,848,15,207,3,0
2001,Clarence Sablefish LL Survey,47,1,5,55.5795,-132.277,260,1119,3,822,48,193,3,0
2001,Clarence Sablefish LL Survey,48,1,2,55.6045,-132.241667,340,1080,8,625,60,339,3,5
2001,Clarence Sablefish LL Survey,49,1,3,55.629333,-132.276167,360,1090,2,846,10,213,2,0
2001,Clarence Sablefish LL Survey,5,2,9,54.77,-131.713333,225,1119,0,858,26,170,8,0
2001,Clarence Sablefish LL Survey,50,1,1,55.633,-132.312333,350,1113,0,904,27,162,0,1
2001,Clarence Sablefish LL Survey,52,2,17,54.525,-132.678333,200,1116,151,433,24,291,56,0
2001,Clarence Sablefish LL Survey,53,2,18,54.4665,-132.537833,203,1127,129,393,10,233,41,0
2001,Clarence Sablefish LL Survey,54,2,16,54.473667,-132.407333,197,1126,89,397,10,346,49,0
2001,Clarence Sablefish LL Survey,55,2,15,54.510333,-131.816167,194,1094,0,641,3,107,283,0
2001,Clarence Sablefish LL Survey,56,2,14,54.536333,-131.7985,189,1143,1,767,21,110,197,0
2001,Clarence Sablefish LL Survey,57,2,13,54.625667,-131.692833,230,1114,1,735,0,316,42,0
2001,Clarence Sablefish LL Survey,6,2,4,54.7705,-131.844333,216,1117,6,808,53,177,28,0
2002,Chatham Sablefish LL Survey,1,1,7,56.548,-134.5765,287,1121,513,230,19,246,0,1
2002,Chatham Sablefish LL Survey,10,2,3,56.8125,-134.53,380,1116,256,337,99,345,0,2
2002,Chatham Sablefish LL Survey,13,2,1,56.820833,-134.513333,214,1105,318,159,46,233,0,0
2002,Chatham Sablefish LL Survey,15,2,5,56.905,-134.639333,364,1126,361,215,40,462,0,2
2002,Chatham Sablefish LL Survey,16,2,4,56.880833,-134.5625,359,1118,342,227,43,415,0,1
2002,Chatham Sablefish LL Survey,18,2,6,57.032167,-134.710667,343,1117,350,304,37,351,0,0
2002,Chatham Sablefish LL Survey,19,2,9,57.047833,-134.7325,351,1116,443,261,18,282,0,1
2002,Chatham Sablefish LL Survey,21,2,8,57.101833,-134.7015,347,993,105,359,7,482,0,0
2002,Chatham Sablefish LL Survey,22,2,7,57.169,-134.7905,319,1121,292,175,31,554,0,1
2002,Chatham Sablefish LL Survey,23,2,11,57.191167,-134.681667,363,1122,463,188,49,332,0,2
2002,Chatham Sablefish LL Survey,24,2,10,57.235,-134.679167,229,1125,474,169,7,224,0,0
2002,Chatham Sablefish LL Survey,25,2,12,57.300167,-134.665333,265,1125,384,286,37,318,0,2
2002,Chatham Sablefish LL Survey,27,2,15,57.3145,-134.7465,384,1133,366,194,69,450,0,0
2002,Chatham Sablefish LL Survey,28,2,14,57.311667,-134.711833,292,1113,535,198,28,289,0,0
2002,Chatham Sablefish LL Survey,29,2,13,57.3475,-134.6165,293,1129,497,109,173,298,0,0
2002,Chatham Sablefish LL Survey,3,1,6,56.585667,-134.521833,356,1122,476,239,25,280,0,1
2002,Chatham Sablefish LL Survey,30,3,11,57.356333,-134.653,298,1124,472,163,28,410,0,1
2002,Chatham Sablefish LL Survey,32,3,10,57.378333,-134.768833,357,1121,508,171,23,361,0,2
2002,Chatham Sablefish LL Survey,33,3,12,57.445667,-134.692167,297,1105,704,88,24,221,0,0
2002,Chatham Sablefish LL Survey,35,3,13,57.526333,-134.702317,304,1119,506,188,6,384,0,0
2002,Chatham Sablefish LL Survey,37,3,15,57.537333,-134.753833,331,1117,431,206,26,417,0,0
2002,Chatham Sablefish LL Survey,39,3,14,57.577667,-134.701167,229,897,214,204,25,407,0,0
2002,Chatham Sablefish LL Survey,4,1,5,56.693,-134.579667,371,1121,175,449,22,410,0,2
2002,Chatham Sablefish LL Survey,41,3,9,57.694,-134.870167,277,1106,402,174,31,432,0,1
2002,Chatham Sablefish LL Survey,42,3,8,57.729333,-134.884,305,1130,529,115,73,349,0,5
2002,Chatham Sablefish LL Survey,43,3,6,57.758467,-134.76685,288,1121,514,168,14,354,0,1
2002,Chatham Sablefish LL Survey,44,3,7,57.743167,-134.815167,280,1124,579,149,35,330,0,1
2002,Chatham Sablefish LL Survey,45,3,4,57.784,-134.834667,289,1126,445,157,55,430,0,1
2002,Chatham Sablefish LL Survey,46,3,5,57.8349,-134.815467,253,1092,444,202,37,365,0,0
2002,Chatham Sablefish LL Survey,47,3,1,57.8675,-134.770167,263,1114,525,163,35,309,0,4
2002,Chatham Sablefish LL Survey,49,3,3,57.8514,-134.7859,275,1118,313,165,33,519,0,0
2002,Chatham Sablefish LL Survey,5,1,4,56.705,-134.550167,379,1108,363,366,22,324,0,0
2002,Chatham Sablefish LL Survey,51,3,2,57.916667,-134.794833,296,1126,245,317,133,399,0,3
2002,Chatham Sablefish LL Survey,52,1,10,56.234,-134.455167,393,1127,599,211,51,183,0,2
2002,Chatham Sablefish LL Survey,53,1,8,56.446833,-134.496833,387,1122,484,256,15,259,0,0
2002,Chatham Sablefish LL Survey,54,1,12,56.336333,-134.5645,296,1122,589,176,22,203,0,4
2002,Chatham Sablefish LL Survey,55,1,14,56.087333,-134.509833,287,1104,300,302,69,379,0,3
2002,Chatham Sablefish LL Survey,56,1,9,56.435333,-134.604833,307,1124,545,185,20,273,0,1
2002,Chatham Sablefish LL Survey,57,1,11,56.276,-134.4125,378,1118,555,240,82,144,0,1
2002,Chatham Sablefish LL Survey,58,1,13,56.1375,-134.579667,297,1127,653,126,25,205,0,0
2002,Chatham Sablefish LL Survey,6,1,3,56.653833,-134.427833,292,1123,72,664,38,297,0,1
2002,Chatham Sablefish LL Survey,7,1,2,56.6955,-134.4355,268,1093,262,337,38,345,0,4
2002,Chatham Sablefish LL Survey,8,1,1,56.714167,-134.5535,394,1124,169,354,225,344,0,0
2002,Chatham Sablefish LL Survey,9,2,2,56.759167,-134.486833,361,1137,135,426,73,389,0,1
2002,Clarence Sablefish LL Survey,10,2,18,54.802167,-131.699167,257,1400,88,648,6,434,95,0
2002,Clarence Sablefish LL Survey,12,2,14,54.8135,-131.884333,220,1123,2,920,12,146,2,0
2002,Clarence Sablefish LL Survey,14,2,17,54.839833,-131.711667,228,1130,16,531,14,387,83,0
2002,Clarence Sablefish LL Survey,15,2,3,54.875333,-131.941667,235,1127,2,913,40,118,10,0
2002,Clarence Sablefish LL Survey,16,2,4,54.9075,-131.928333,229,1121,0,952,32,54,7,0
2002,Clarence Sablefish LL Survey,17,2,2,54.899833,-131.858417,228,1130,5,859,29,124,23,0
2002,Clarence Sablefish LL Survey,18,2,1,54.908,-131.803217,228,1122,1,800,25,223,14,0
2002,Clarence Sablefish LL Survey,2,2,11,54.687667,-131.901167,198,1138,24,410,45,500,76,0
2002,Clarence Sablefish LL Survey,20,1,13,55.013167,-131.722,215,1126,4,816,2,213,53,0
2002,Clarence Sablefish LL Survey,21,1,14,55.068667,-131.8345,225,1117,1,889,20,142,17,0
2002,Clarence Sablefish LL Survey,26,1,15,55.159833,-131.912,212,1124,239,453,2,47,230,0
2002,Clarence Sablefish LL Survey,27,1,16,55.232333,-131.937333,197,1123,6,526,18,101,450,0
2002,Clarence Sablefish LL Survey,3,2,12,54.746833,-131.730167,209,1125,2,785,35,236,22,0
2002,Clarence Sablefish LL Survey,30,1,17,55.292667,-131.935,230,1115,1,913,3,142,21,0
2002,Clarence Sablefish LL Survey,31,1,18,55.307167,-131.9775,240,1109,0,1015,9,41,0,0
2002,Clarence Sablefish LL Survey,33,1,19,55.344833,-131.982167,217,1113,0,872,3,213,11,0
2002,Clarence Sablefish LL Survey,35,1,11,55.432,-131.986333,250,1115,1,910,15,158,2,0
2002,Clarence Sablefish LL Survey,36,1,12,55.4,-131.931633,250,1133,5,806,37,217,34,0
2002,Clarence Sablefish LL Survey,37,1,10,55.48625,-132.024267,240,1117,88,659,24,267,6,0
2002,Clarence Sablefish LL Survey,39,1,9,55.524667,-132.1425,270,1112,4,865,7,187,4,0
2002,Clarence Sablefish LL Survey,4,2,13,54.699167,-131.735167,208,1124,0,725,85,245,23,0
2002,Clarence Sablefish LL Survey,41,1,8,55.534867,-132.113867,257,1098,28,679,43,266,16,0
2002,Clarence Sablefish LL Survey,43,1,7,55.518683,-132.160717,220,1100,105,517,79,224,51,0
2002,Clarence Sablefish LL Survey,44,1,6,55.56875,-132.226717,285,1111,10,672,20,347,8,1
2002,Clarence Sablefish LL Survey,46,1,4,55.584,-132.25475,325,1104,4,779,21,258,1,0
2002,Clarence Sablefish LL Survey,47,1,5,55.579833,-132.278,260,1107,26,741,91,195,8,0
2002,Clarence Sablefish LL Survey,48,1,3,55.62805,-132.276,340,1071,6,617,32,385,3,0
2002,Clarence Sablefish LL Survey,49,1,2,55.628,-132.276,345,1108,2,856,21,203,3,0
2002,Clarence Sablefish LL Survey,5,2,16,54.796333,-131.7125,224,1128,4,743,42,238,52,0
2002,Clarence Sablefish LL Survey,50,1,1,55.6525,-132.32,365,1043,4,824,20,178,0,0
2002,Clarence Sablefish LL Survey,52,2,6,54.525167,-132.673833,201,1111,250,294,49,266,10,0
2002,Clarence Sablefish LL Survey,53,2,7,54.450333,-132.543833,205,1128,117,350,8,399,1,0
2002,Clarence Sablefish LL Survey,54,2,5,54.473333,-132.4035,196,1130,111,300,70,476,3,0
2002,Clarence Sablefish LL Survey,55,2,8,54.482333,-131.816333,192,1122,8,489,24,552,4,0
2002,Clarence Sablefish LL Survey,56,2,9,54.509,-131.800167,187,1120,11,615,25,389,20,0
2002,Clarence Sablefish LL Survey,57,2,10,54.650833,-131.688667,230,1125,18,796,20,221,13,0
2002,Clarence Sablefish LL Survey,6,2,15,54.7985,-131.843833,216,1126,2,757,76,247,2,0
2003,Chatham Sablefish LL Survey,1,1,14,56.547167,-134.5765,277,1079,334,237,78,342,0,0
2003,Chatham Sablefish LL Survey,10,2,13,56.815,-134.5305,375,1123,269,324,155,264,0,4
2003,Chatham Sablefish LL Survey,13,2,15,56.817333,-134.510667,217,1123,422,231,37,258,0,1
2003,Chatham Sablefish LL Survey,15,2,11,56.9075,-134.639833,360,1126,229,319,113,417,0,1
2003,Chatham Sablefish LL Survey,16,2,12,56.905667,-134.561167,357,1123,310,346,47,376,0,0
2003,Chatham Sablefish LL Survey,18,2,10,57.035,-134.710833,360,1133,406,250,108,295,0,0
2003,Chatham Sablefish LL Survey,19,2,8,57.049333,-134.7315,348,1126,92,497,169,312,0,0
2003,Chatham Sablefish LL Survey,21,2,9,57.126167,-134.699833,348,1124,387,284,84,348,0,0
2003,Chatham Sablefish LL Survey,22,2,7,57.166167,-134.7885,324,1133,398,310,23,321,0,0
2003,Chatham Sablefish LL Survey,23,2,6,57.217333,-134.681333,367,1128,450,346,88,182,0,5
2003,Chatham Sablefish LL Survey,24,2,5,57.255833,-134.675833,270,1125,139,473,98,330,0,1
2003,Chatham Sablefish LL Survey,25,2,4,57.277333,-134.649667,261,1126,123,476,122,366,0,1
2003,Chatham Sablefish LL Survey,27,2,2,57.311667,-134.748,385,1126,99,496,50,442,0,2
2003,Chatham Sablefish LL Survey,28,2,1,57.3105,-134.710833,275,1125,370,387,44,269,0,2
2003,Chatham Sablefish LL Survey,29,2,3,57.347833,-134.615833,290,1128,55,549,48,429,0,0
2003,Chatham Sablefish LL Survey,3,1,6,56.559667,-134.518833,356,1124,257,480,10,349,0,0
2003,Chatham Sablefish LL Survey,30,3,2,57.351667,-134.654167,301,1111,227,263,17,518,0,6
2003,Chatham Sablefish LL Survey,32,3,1,57.400167,-134.766833,357,1115,124,474,34,404,0,0
2003,Chatham Sablefish LL Survey,33,3,3,57.423,-134.694,298,1103,279,232,22,519,0,0
2003,Chatham Sablefish LL Survey,35,3,15,57.553,-134.703333,275,1119,579,213,55,234,0,3
2003,Chatham Sablefish LL Survey,37,3,13,57.560833,-134.751667,332,1114,610,151,38,275,0,0
2003,Chatham Sablefish LL Survey,39,3,14,57.598417,-134.731467,244,1122,676,163,32,212,0,3
2003,Chatham Sablefish LL Survey,4,1,5,56.691333,-134.580167,370,1128,15,582,12,499,0,0
2003,Chatham Sablefish LL Survey,41,3,12,57.68955,-134.838967,291,1115,447,208,33,385,0,2
2003,Chatham Sablefish LL Survey,42,3,10,57.733667,-134.885667,298,1118,618,128,41,286,0,0
2003,Chatham Sablefish LL Survey,43,3,8,57.7392,-134.76315,288,1124,403,258,24,406,0,2
2003,Chatham Sablefish LL Survey,44,3,11,57.772,-134.812667,278,1124,554,173,65,299,0,0
2003,Chatham Sablefish LL Survey,45,3,9,57.786217,-134.83645,289,1123,465,208,43,383,0,0
2003,Chatham Sablefish LL Survey,46,3,7,57.833333,-134.817,257,1116,342,259,87,403,0,0
2003,Chatham Sablefish LL Survey,47,3,4,57.841667,-134.7655,259,1117,379,270,22,408,0,2
2003,Chatham Sablefish LL Survey,49,3,6,57.856,-134.787333,274,1125,268,225,38,561,0,0
2003,Chatham Sablefish LL Survey,5,1,4,56.705167,-134.551167,378,1111,90,556,25,419,0,0
2003,Chatham Sablefish LL Survey,51,3,5,57.921,-134.797817,273,1125,374,268,69,374,0,1
2003,Chatham Sablefish LL Survey,52,1,9,56.234,-134.4555,394,1118,509,192,34,256,0,0
2003,Chatham Sablefish LL Survey,53,1,13,56.421333,-134.494833,386,1122,163,473,23,426,0,0
2003,Chatham Sablefish LL Survey,54,1,11,56.3375,-134.565333,320,1122,342,323,37,319,0,0
2003,Chatham Sablefish LL Survey,55,1,7,56.089,-134.508167,288,1114,251,267,41,506,0,0
2003,Chatham Sablefish LL Survey,56,1,12,56.407333,-134.600167,305,1074,206,352,12,450,0,0
2003,Chatham Sablefish LL Survey,57,1,10,56.276667,-134.411833,378,1118,246,356,40,417,0,0
2003,Chatham Sablefish LL Survey,58,1,8,56.1345,-134.58,295,1111,464,222,27,324,0,0
2003,Chatham Sablefish LL Survey,6,1,2,56.676167,-134.426833,295,1117,7,643,21,418,0,1
2003,Chatham Sablefish LL Survey,7,1,1,56.721333,-134.442,277,1104,277,300,11,472,0,1
2003,Chatham Sablefish LL Survey,8,1,3,56.715,-134.553667,392,1111,46,609,8,431,0,0
2003,Chatham Sablefish LL Survey,9,2,14,56.756667,-134.485667,356,1138,201,439,161,243,0,1
2003,Clarence Sablefish LL Survey,10,2,14,54.8065,-131.696167,260,1116,78,553,21,359,81,1
2003,Clarence Sablefish LL Survey,12,2,7,54.8125,-131.884333,221,1129,10,811,18,219,22,1
2003,Clarence Sablefish LL Survey,14,2,12,54.84,-131.7115,232,1128,21,509,17,523,18,0
2003,Clarence Sablefish LL Survey,15,2,15,54.85,-131.940833,235,1071,3,869,7,136,24,0
2003,Clarence Sablefish LL Survey,16,2,16,54.8895,-131.931,232,1120,4,895,13,158,14,0
2003,Clarence Sablefish LL Survey,17,2,17,54.901667,-131.855,227,1101,1,924,6,94,21,0
2003,Clarence Sablefish LL Survey,18,2,18,54.905167,-131.803333,228,1130,152,573,103,189,61,0
2003,Clarence Sablefish LL Survey,2,2,6,54.661667,-131.904833,199,1140,229,394,47,295,115,0
2003,Clarence Sablefish LL Survey,20,1,13,54.989,-131.7135,218,1117,13,522,18,518,28,0
2003,Clarence Sablefish LL Survey,21,1,14,55.047167,-131.819333,228,1111,5,829,42,176,24,0
2003,Clarence Sablefish LL Survey,26,1,15,55.16,-131.912,230,1114,47,625,24,174,76,0
2003,Clarence Sablefish LL Survey,27,1,16,55.231833,-131.937333,196,1107,6,629,54,207,166,0
2003,Clarence Sablefish LL Survey,3,2,9,54.747167,-131.730167,211,1139,2,599,15,394,77,0
2003,Clarence Sablefish LL Survey,30,1,17,55.2925,-131.934333,235,1061,4,884,25,107,12,0
2003,Clarence Sablefish LL Survey,31,1,18,55.307667,-131.978167,237,1119,1,927,30,122,7,0
2003,Clarence Sablefish LL Survey,33,1,19,55.345167,-131.981333,218,1126,6,927,25,132,6,0
2003,Clarence Sablefish LL Survey,35,1,11,55.433667,-131.987667,250,1119,5,769,77,214,21,0
2003,Clarence Sablefish LL Survey,36,1,12,55.422833,-131.9515,255,1102,65,605,34,319,29,0
2003,Clarence Sablefish LL Survey,37,1,10,55.4735,-131.983833,240,1101,51,708,22,262,11,1
2003,Clarence Sablefish LL Survey,39,1,9,55.501667,-132.146,273,1112,13,752,32,260,7,0
2003,Clarence Sablefish LL Survey,4,2,11,54.6975,-131.734833,210,1124,2,619,9,392,61,0
2003,Clarence Sablefish LL Survey,41,1,7,55.535833,-132.115667,230,1103,67,661,33,243,42,2
2003,Clarence Sablefish LL Survey,43,1,8,55.544167,-132.174,215,1086,295,386,28,200,30,0
2003,Clarence Sablefish LL Survey,44,1,6,55.568333,-132.226,280,1103,17,577,133,321,8,0
2003,Clarence Sablefish LL Survey,46,1,4,55.607333,-132.275167,320,1090,1,864,34,168,2,0
2003,Clarence Sablefish LL Survey,47,1,5,55.5785,-132.310833,255,1095,24,783,46,207,2,0
2003,Clarence Sablefish LL Survey,48,1,3,55.601083,-132.2394,340,1052,7,518,42,447,4,2
2003,Clarence Sablefish LL Survey,49,1,2,55.626,-132.275,342,1127,2,950,13,142,1,0
2003,Clarence Sablefish LL Survey,5,2,13,54.771833,-131.713333,225,1059,0,659,10,347,22,0
2003,Clarence Sablefish LL Survey,50,1,1,55.6325,-132.312,355,1104,3,914,20,143,2,0
2003,Clarence Sablefish LL Survey,52,2,2,54.52495,-132.631167,200,1057,231,299,9,251,37,0
2003,Clarence Sablefish LL Survey,53,2,3,54.467,-132.583167,204,1143,151,413,14,338,7,0
2003,Clarence Sablefish LL Survey,54,2,1,54.4735,-132.365667,197,1136,173,288,13,434,31,0
2003,Clarence Sablefish LL Survey,55,2,4,54.482333,-131.816267,195,1030,7,509,50,341,70,0
2003,Clarence Sablefish LL Survey,56,2,5,54.508833,-131.8005,188,1051,62,620,7,277,60,0
2003,Clarence Sablefish LL Survey,57,2,10,54.628,-131.693333,230,1132,6,650,10,351,93,0
2003,Clarence Sablefish LL Survey,6,2,8,54.775333,-131.844833,216,1040,0,626,6,350,17,0
2004,Chatham Sablefish LL Survey,1,1,8,56.547,-134.576167,285,1119,411,242,66,340,0,0
2004,Chatham Sablefish LL Survey,10,2,2,56.790667,-134.529167,378,1132,76,676,23,299,0,4
2004,Chatham Sablefish LL Survey,13,2,3,56.82,-134.513333,214,1125,311,351,43,322,0,0
2004,Chatham Sablefish LL Survey,15,2,5,56.907833,-134.639667,363,1130,56,428,24,581,0,10
2004,Chatham Sablefish LL Survey,16,2,4,56.879667,-134.562167,362,1119,274,254,34,510,0,0
2004,Chatham Sablefish LL Survey,18,2,6,57.001833,-134.709833,338,1102,279,323,8,381,0,1
2004,Chatham Sablefish LL Survey,19,2,7,57.0225,-134.732333,347,1047,330,323,71,238,0,6
2004,Chatham Sablefish LL Survey,21,2,9,57.100833,-134.701333,346,1106,117,410,34,501,0,3
2004,Chatham Sablefish LL Survey,22,2,10,57.167333,-134.789667,322,1111,463,201,35,369,0,2
2004,Chatham Sablefish LL Survey,23,2,8,57.216167,-134.680833,359,1122,396,336,107,220,0,2
2004,Chatham Sablefish LL Survey,24,2,11,57.255333,-134.674833,224,1118,277,307,64,306,0,1
2004,Chatham Sablefish LL Survey,25,2,12,57.300667,-134.665667,277,1113,258,369,71,351,0,0
2004,Chatham Sablefish LL Survey,27,2,15,57.338833,-134.746333,381,1116,643,187,23,232,0,0
2004,Chatham Sablefish LL Survey,28,2,14,57.3115,-134.711833,301,1124,551,242,27,232,0,1
2004,Chatham Sablefish LL Survey,29,2,13,57.323333,-134.616667,293,1123,419,280,29,354,0,0
2004,Chatham Sablefish LL Survey,3,1,9,56.586167,-134.521667,358,1120,640,279,22,155,0,0
2004,Chatham Sablefish LL Survey,30,3,2,57.351,-134.6555,304,1103,313,288,24,424,0,2
2004,Chatham Sablefish LL Survey,32,3,1,57.398667,-134.768733,357,1118,454,188,13,425,0,0
2004,Chatham Sablefish LL Survey,33,3,3,57.420317,-134.69315,297,1120,581,135,12,374,0,2
2004,Chatham Sablefish LL Survey,35,3,6,57.549167,-134.701333,286,1128,557,174,68,302,0,0
2004,Chatham Sablefish LL Survey,37,3,4,57.5635,-134.753,331,1125,645,102,16,342,0,1
2004,Chatham Sablefish LL Survey,39,3,5,57.597167,-134.724017,223,1119,564,198,19,301,0,0
2004,Chatham Sablefish LL Survey,4,1,11,56.694333,-134.58,371,1121,429,253,12,399,0,0
2004,Chatham Sablefish LL Survey,41,3,7,57.693683,-134.8723,283,1120,553,165,37,349,0,1
2004,Chatham Sablefish LL Survey,42,3,8,57.732,-134.883833,304,1111,547,169,30,349,0,0
2004,Chatham Sablefish LL Survey,43,3,14,57.774683,-134.77375,253,1119,485,181,57,341,0,2
2004,Chatham Sablefish LL Survey,44,3,15,57.76875,-134.8139,280,1115,351,266,43,433,0,1
2004,Chatham Sablefish LL Survey,45,3,13,57.793333,-134.827167,278,1112,449,214,81,357,0,1
2004,Chatham Sablefish LL Survey,46,3,12,57.8325,-134.815333,257,1121,470,216,30,378,0,1
2004,Chatham Sablefish LL Survey,47,3,9,57.849133,-134.7675,257,1120,553,202,27,322,0,0
2004,Chatham Sablefish LL Survey,49,3,11,57.88055,-134.78325,274,1113,371,256,20,439,0,0
2004,Chatham Sablefish LL Survey,5,1,12,56.705333,-134.552,376,1124,555,287,39,224,0,0
2004,Chatham Sablefish LL Survey,51,3,10,57.923,-134.798167,287,1119,490,232,77,297,0,1
2004,Chatham Sablefish LL Survey,52,1,3,56.233167,-134.4545,395,1121,333,286,27,385,0,1
2004,Chatham Sablefish LL Survey,53,1,7,56.4475,-134.498333,386,1119,441,239,155,266,0,0
2004,Chatham Sablefish LL Survey,54,1,5,56.337167,-134.5655,333,1126,299,350,25,343,0,0
2004,Chatham Sablefish LL Survey,55,1,2,56.111833,-134.508833,285,1103,62,357,8,578,0,1
2004,Chatham Sablefish LL Survey,56,1,6,56.407833,-134.599833,306,1117,438,256,73,304,0,1
2004,Chatham Sablefish LL Survey,57,1,4,56.28,-134.412333,382,1120,472,276,24,315,0,0
