Year,Survey Country,Geographic Area Name,Geographic Area Code,NPFMC Sablefish Mgmt Area,Species Code,Common Name,Depth Stratum,Stratum Description,Geographic Area Size (km) ,Exploitable,Count Stations,Count Index Stations ,Mean Length (cm),Mean Weight (kg),CPUE,RPN,RPW
1999,United States,Ommaney Trench,47,East Yakutat/Southeast,310,"""Spiny dogfish""",2b,151-200m,250,1,1,1,,,1.8452380952381,461.309523809524,0
1999,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",6,601-800m,1006,1,8,8,,,0,0,0
1999,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,189,1,1,1,,,0.851648351648352,160.961538461538,0
1999,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,189,1,2,1,,,0.038174637999122,7.21500658183414,0
1999,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,301,1,2,2,,,0,0,0
1999,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",6,601-800m,50,1,2,2,,,0,0,0
1998,United States,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",2b,151-200m,2581,1,1,1,,,1.5,3871.5,0
1998,United States,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",7,801-1000m,207,1,3,3,,,0,0,0
1998,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",6,601-800m,1245,1,8,6,,,0.083365387233811,103.789907106094,0
1997,United States,Ommaney Trench,47,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,610,1,2,2,,,0.04778137340939,29.146637779728,0
1997,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,189,1,1,1,,,0.112373737373737,21.2386363636364,0
1997,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,189,1,2,1,,,0.009090909090909,1.71818181818182,0
1997,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,301,1,2,1,,,0.007142857142857,2.15,0
1997,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",6,601-800m,50,1,2,1,,,0.007142857142857,0.357142857142857,0
1996,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",2a,101-150m,,1,1,1,,,0,,
1996,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",2b,151-200m,5116,1,5,3,,,1.16498599439776,5960.06834733894,0
1995,United States,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,502,1,3,3,,,0,0,0
1995,United States,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,395,1,3,3,,,0,0,0
1995,United States,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",7,801-1000m,207,1,3,3,,,0,0,0
1995,United States,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",8,1001-1200m,,1,1,1,,,0,,
1995,United States,W-Grounds,41,West Yakutat,310,"""Spiny dogfish""",2b,151-200m,218,0,1,1,,,0.837266392144441,182.524073487488,0
1994,United States,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",6,601-800m,1955,1,5,5,,,0,0,0
1994,United States,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",7,801-1000m,2012,1,3,3,,,0,0,0
1994,United States,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",8,1001-1200m,,1,1,1,,,0,,
1994,United States,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",2a,101-150m,,1,1,1,,,0,,
1994,United States,Shelikof Trough,31,Central Gulf of Alaska,310,"""Spiny dogfish""",2b,151-200m,4066,0,2,2,,,0,0,0
1994,United States,Shelikof Trough,31,Central Gulf of Alaska,310,"""Spiny dogfish""",3,201-300m,13076,0,8,7,,,0.003289473684211,43.0131578947368,0
1994,United States,Shumagin Slope,25,Western Gulf of Alaska,310,"""Spiny dogfish""",6,601-800m,1629,1,9,9,,,0,0,0
1994,United States,Shumagin Slope,25,Western Gulf of Alaska,310,"""Spiny dogfish""",7,801-1000m,1248,1,4,4,,,0,0,0
1993,Japan,NE Aleutians slope,15,Aleutians,310,"""Spiny dogfish""",2b,151-200m,1596,1,8,8,,,0,0,0
1993,United States,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,502,1,3,3,,,0,0,0
1993,United States,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",6,601-800m,225,1,3,3,,,0,0,0
1993,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",5,401-600m,1271,1,8,8,,,0,0,0
1993,United States,W-Grounds,41,West Yakutat,310,"""Spiny dogfish""",2b,151-200m,218,0,1,1,,,0.5763997159346,125.655138073743,0
1993,United States,W-Grounds,41,West Yakutat,310,"""Spiny dogfish""",3,201-300m,1008,0,2,1,,,0.035978556327393,36.2663847780127,0
1992,United States,Alsek Strath,43,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,565,0,2,2,,,0.251324040395226,141.998082823303,0
1992,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,822,1,8,7,,,0.005208333333333,4.28125,0
1992,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",6,601-800m,1006,1,8,8,,,0,0,0
1992,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",7,801-1000m,1165,1,7,7,,,0,0,0
1991,United States,Alsek Strath,43,East Yakutat/Southeast,310,"""Spiny dogfish""",2b,151-200m,604,0,1,1,,,1.49583265571638,903.482924052692,0
1991,United States,Alsek Strath,43,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,565,0,2,2,,,0.236556333685694,133.654328532417,0
1991,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,891,1,7,2,,,0.258662932036667,230.46867244467,0
1991,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,891,1,8,5,,,0.042892743221691,38.2174342105263,0
1991,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",6,601-800m,1006,1,8,8,,,0,0,0
1991,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",7,801-1000m,1165,1,8,8,,,0,0,0
1991,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",8,1001-1200m,,1,1,1,,,0,,
1990,United States,Alsek Strath,43,East Yakutat/Southeast,310,"""Spiny dogfish""",2b,151-200m,604,0,1,1,,,0.142857142857143,86.2857142857143,0
1990,United States,Alsek Strath,43,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,565,0,2,2,,,0.114377963540995,64.6235494006622,0
1990,United States,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",2b,151-200m,2581,1,1,1,,,0,0,0
1990,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,891,1,6,3,,,0.090277777777778,80.4375,0
1990,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,891,1,7,6,,,0.007142857142857,6.36428571428571,0
1990,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,822,1,8,8,,,0,0,0
1990,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",7,801-1000m,1165,1,7,7,,,0,0,0
1990,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",8,1001-1200m,,1,1,1,,,0,,
1989,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",2b,151-200m,2742,1,1,1,,,2.05942785412262,5646.95117600423,0
1989,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,891,1,7,2,,,0.422829127763898,376.740752837633,0
1989,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,891,1,8,6,,,0.02502132473813,22.2940003416737,0
1989,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",6,601-800m,1006,1,8,8,,,0,0,0
1989,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",7,801-1000m,1165,1,6,6,,,0,0,0
1989,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,189,1,1,1,,,0,0,0
1989,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,301,1,2,2,,,0,0,0
1988,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",4,301-400m,992,1,8,7,,,0.011363636363636,11.2727272727273,0
1988,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",6,601-800m,1245,1,8,8,,,0,0,0
1988,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",7,801-1000m,1282,1,5,5,,,0,0,0
1988,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",8,1001-1200m,,1,1,1,,,0,,
1987,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",2a,101-150m,,1,4,4,,,0.007845345345345,,
1987,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",2b,151-200m,1846,1,8,8,,,0,0,0
1987,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",3,201-300m,600,1,7,7,,,0,0,0
1987,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",5,401-600m,890,1,4,4,,,0,0,0
1986,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",2b,151-200m,3672,1,10,9,,,0.003030303030303,11.1272727272727,0
1986,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",3,201-300m,2440,1,8,6,,,0.031844608879493,77.700845665962,0
1986,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",4,301-400m,2090,1,6,6,,,0,0,0
1986,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",3,201-300m,600,1,7,7,,,0,0,0
1986,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",6,601-800m,1160,1,5,5,,,0,0,0
1985,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",2a,101-150m,,1,5,5,,,0.007004756789934,,
1985,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",3,201-300m,2440,1,7,7,,,0,0,0
1985,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",4,301-400m,520,1,6,6,,,0,0,0
1985,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",5,401-600m,890,1,5,5,,,0,0,0
1985,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",6,601-800m,1160,1,5,5,,,0,0,0
1984,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",2a,101-150m,,1,6,6,,,0.006666666666667,,
1984,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",2b,151-200m,3672,1,10,7,,,0.004369804237061,16.0459211584875,0
1984,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",3,201-300m,2440,1,6,6,,,0,0,0
1984,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",5,401-600m,3010,1,6,6,,,0,0,0
1984,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",7,801-1000m,900,1,3,3,,,0,0,0
1983,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",2b,151-200m,3672,1,9,7,,,0.004806076493917,17.6479128856624,0
1983,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",3,201-300m,2440,1,5,2,,,0.011650793650794,28.4279365079365,0
1983,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",4,301-400m,2090,1,5,5,,,0,0,0
1983,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",5,401-600m,3010,1,7,7,,,0,0,0
1983,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",6,601-800m,3150,1,5,5,,,0,0,0
1983,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",7,801-1000m,900,1,4,4,,,0,0,0
1982,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",2a,101-150m,,1,5,5,,,0,,
1982,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",2b,151-200m,3672,1,8,8,,,0,0,0
1982,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",3,201-300m,2440,1,9,9,,,0,0,0
1982,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",4,301-400m,2090,1,5,5,,,0,0,0
1982,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",6,601-800m,1160,1,5,5,,,0,0,0
1982,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",7,801-1000m,900,1,5,5,,,0,0,0
1981,Japan,Bering 1 slope,9,Bering Sea,310,"""Spiny dogfish""",2a,101-150m,,1,5,5,,,0,,
1981,Japan,Southeast Shelf,49,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,,0,1,1,,,0,,
1981,Japan,Southeast Shelf,49,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,,0,1,1,,,0,,
1981,Japan,Southeast Shelf,49,East Yakutat/Southeast,310,"""Spiny dogfish""",7,801-1000m,,0,1,1,,,0,,
1980,Japan,Southeast Shelf,49,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,,0,1,1,,,0.483333333333333,,
1980,Japan,Southeast Shelf,49,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,,0,1,1,,,0,,
1980,Japan,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",7,801-1000m,1165,1,4,4,,,0,0,0
1979,Japan,Southeast Shelf,49,East Yakutat/Southeast,310,"""Spiny dogfish""",2b,151-200m,,0,1,1,,,0.56,,
1979,Japan,Southeast Shelf,49,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,,0,1,1,,,0.60377358490566,,
1979,Japan,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,891,1,5,4,,,0.007142857142857,6.36428571428571,0
1979,Japan,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",6,601-800m,1006,1,5,4,,,0.011111111111111,11.1777777777778,0
2013,United States,Dixon Entrance,55,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,58,1,1,1,67.8333333333333,2.55170062958313,0.209302325581395,12.1395348837209,31.584516970759
2013,United States,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",6,601-800m,225,1,3,3,,,0,0,0
2013,United States,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",2a,101-150m,,1,1,1,,,0,,
2013,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",4,301-400m,992,1,8,8,,,0,0,0
2013,United States,W-Grounds,41,West Yakutat,310,"""Spiny dogfish""",3,201-300m,1008,0,2,2,,,0,0,0
2012,United States,Shelikof Trough,31,Central Gulf of Alaska,310,"""Spiny dogfish""",3,201-300m,13076,0,8,5,66.3556451019673,2.3811937374374,0.030484510764777,398.615462760225,1111.23173383726
2011,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,189,1,1,1,55,1.32079995976427,0.5,94.5,128.172855126732
2009,United States,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",6,601-800m,1955,1,4,4,,,0,0,0
2009,United States,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,502,1,3,3,,,3.58285190515013,1798.59165638536,0
2009,United States,Shumagin Slope,25,Western Gulf of Alaska,310,"""Spiny dogfish""",7,801-1000m,1248,1,2,2,,,0,0,0
2009,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",2a,101-150m,,1,1,1,,,0,,
2008,United States,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,502,1,3,2,,,0.015873015873016,7.96825396825397,0
2008,United States,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",4,301-400m,1480,1,9,9,,,0,0,0
2008,United States,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",5,401-600m,2255,1,9,9,,,0,0,0
2008,United States,NE Aleutians slope,15,Aleutians,310,"""Spiny dogfish""",5,401-600m,3800,1,5,5,,,0,0,0
2008,United States,NE Aleutians slope,15,Aleutians,310,"""Spiny dogfish""",6,601-800m,3250,1,4,4,,,0,0,0
2008,United States,SE Aleutians slope,18,Aleutians,310,"""Spiny dogfish""",4,301-400m,2096,1,8,8,,,0,0,0
2008,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",3,201-300m,992,1,8,5,,,0.581368760635281,576.717810550199,0
2007,United States,Ommaney Trench,47,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,521,1,1,1,,,3.02365234878564,1575.32287371732,0
2007,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,891,1,6,6,,,1.5046475524674,1340.64096924846,0
2007,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,301,1,2,1,,,0.027777777777778,8.36111111111111,0
2007,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",5,401-600m,1271,1,8,5,,,0.013747078647093,17.4725369604554,0
2006,United States,SE Aleutians slope,18,Aleutians,310,"""Spiny dogfish""",2a,101-150m,,1,3,3,,,0,,
2006,United States,Shelikof Trough,31,Central Gulf of Alaska,310,"""Spiny dogfish""",2b,151-200m,4066,0,2,1,,,0.022727272727273,92.4090909090909,0
2006,United States,Shumagin Slope,25,Western Gulf of Alaska,310,"""Spiny dogfish""",2b,151-200m,2487,1,8,1,,,0.172657998201476,429.400441527072,0
2006,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",4,301-400m,992,1,8,2,,,0.128326641988643,127.300028852734,0
2006,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",7,801-1000m,1282,1,4,3,,,0.09375,120.1875,0
2005,United States,Ommaney Trench,47,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,521,1,1,1,,,1.40509062103816,732.052213560883,0
2005,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,301,1,2,2,,,0,0,0
2005,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",4,301-400m,992,1,8,6,,,0.00951867816092,9.44252873563218,0
2004,United States,NE Aleutians slope,15,Aleutians,310,"""Spiny dogfish""",2b,151-200m,1596,1,6,6,,,0,0,0
2004,United States,NE Aleutians slope,15,Aleutians,310,"""Spiny dogfish""",7,801-1000m,2786,1,3,3,,,0,0,0
2004,United States,SE Aleutians slope,18,Aleutians,310,"""Spiny dogfish""",1,0-100m,,1,2,2,,,0,,
2004,United States,SE Aleutians slope,18,Aleutians,310,"""Spiny dogfish""",2b,151-200m,2202,1,7,7,,,0,0,0
2004,United States,Shumagin Slope,25,Western Gulf of Alaska,310,"""Spiny dogfish""",5,401-600m,2269,1,6,6,,,0,0,0
2003,United States,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",1,0-100m,,1,1,1,,,0,,
2003,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",2a,101-150m,,1,1,1,,,0,,
2003,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",2b,151-200m,1846,1,3,3,,,0,0,0
2003,United States,Dixon Entrance,55,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,58,1,1,1,,,0.164509535315183,9.54155304828062,0
2003,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,189,1,2,1,,,0.009803921568627,1.85294117647059,0
2003,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,301,1,2,2,,,0,0,0
2002,United States,Ommaney Trench,47,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,521,1,1,1,,,0.875828047921071,456.306412966878,0
2002,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,189,1,1,1,,,0.333333333333333,63,0
2002,United States,W-Grounds,41,West Yakutat,310,"""Spiny dogfish""",4,301-400m,302,0,1,1,,,0.050847457627119,15.3559322033898,0
2001,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",4,301-400m,520,1,3,3,,,0,0,0
2001,United States,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",5,401-600m,960,1,2,2,,,0,0,0
2001,United States,W-Grounds,41,West Yakutat,310,"""Spiny dogfish""",2b,151-200m,218,0,1,1,,,3.44736910247662,751.526464339902,0
2000,United States,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",7,801-1000m,207,1,3,3,,,0,0,0
2000,United States,Ommaney Trench,47,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,521,1,1,1,,,0.68929326487466,359.121790999698,0
2000,United States,SE Aleutians slope,18,Aleutians,310,"""Spiny dogfish""",2b,151-200m,2202,1,7,7,,,0,0,0
2000,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",2b,151-200m,2742,1,1,1,,,0,0,0
2000,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,822,1,8,7,,,0.002232142857143,1.83482142857143,0
2000,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,189,1,2,1,,,0.086538461538462,16.3557692307692,0
2000,United States,Yakutat Valley,42,West Yakutat,310,"""Spiny dogfish""",4,301-400m,768,0,1,1,,,0.025316455696203,19.4430379746835,0
1999,United States,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",5,401-600m,1766,1,6,6,,,0,0,0
1999,United States,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",6,601-800m,1955,1,5,5,,,0,0,0
1999,United States,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",6,601-800m,1923,1,9,8,,,0.02165640745375,41.6452715335606,0
1999,United States,Ommaney Trench,47,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,610,1,2,2,,,0.401137196046008,244.693689588065,0
1998,United States,NE Aleutians slope,15,Aleutians,310,"""Spiny dogfish""",6,601-800m,3250,1,6,6,,,0,0,0
1998,United States,Shelikof Trough,31,Central Gulf of Alaska,310,"""Spiny dogfish""",2b,151-200m,4066,0,1,1,,,0,0,0
1998,United States,Shumagin Slope,25,Western Gulf of Alaska,310,"""Spiny dogfish""",4,301-400m,1264,1,10,10,,,0,0,0
1998,United States,W-Grounds,41,West Yakutat,310,"""Spiny dogfish""",1,0-100m,,0,1,1,,,2.51136363636364,,
1997,United States,Ommaney Trench,47,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,122,1,2,2,,,0.04778137340939,5.82932755594559,0
1997,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,822,1,8,6,,,0.006412337662338,5.27094155844156,0
1997,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",4,301-400m,992,1,8,6,,,0.240767045454545,238.840909090909,0
1996,United States,Amatuli Gully,36,Central Gulf of Alaska,310,"""Spiny dogfish""",4,301-400m,0,0,1,1,,,0,0,0
1996,United States,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",5,401-600m,2255,1,9,6,,,0.398189542888055,897.917419212564,0
1995,United States,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",2b,151-200m,1462,1,5,3,,,0.011773940345369,17.2135007849294,0
1995,United States,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,502,1,3,3,,,0,0,0
1995,United States,Shumagin Gully,28,Western Gulf of Alaska,310,"""Spiny dogfish""",2b,151-200m,2505,0,2,2,,,0,0,0
1995,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",6,601-800m,1245,1,8,7,,,0.05,62.25,0
1994,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",7,801-1000m,1700,1,2,2,,,0,0,0
1994,Japan,Bering 5 slope,5,Bering Sea,310,"""Spiny dogfish""",5,401-600m,,1,4,4,,,0,,
1994,Japan,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,822,1,8,8,,,0,0,0
1993,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",3,201-300m,2440,1,9,8,,,0.0020964360587,5.11530398322851,0
1993,Japan,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",5,401-600m,960,1,4,4,,,0,0,0
1993,Japan,Bering 5 slope,5,Bering Sea,310,"""Spiny dogfish""",2b,151-200m,,1,9,9,,,0,,
1993,Japan,Southeast Shelf,49,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,,0,1,1,,,1.69090909090909,,
1993,United States,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",4,301-400m,817,1,6,6,,,0,0,0
1993,United States,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",8,1001-1200m,,1,1,1,,,0,,
1993,United States,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",3,201-300m,1626,1,8,7,,,0.013888888888889,22.5833333333333,0
1992,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",2b,151-200m,3672,1,9,7,,,0.002439267224213,8.95698924731183,0
1992,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",7,801-1000m,900,1,1,1,,,0,0,0
1992,United States,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,502,1,3,3,,,0,0,0
1992,United States,Iphigenia Gully,48,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,0,0,1,1,,,1.05808080808081,0,0
1992,United States,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",2b,151-200m,1658,1,2,2,,,0,0,0
1992,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",5,401-600m,1271,1,8,8,,,0,0,0
1992,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",6,601-800m,1245,1,8,8,,,0,0,0
1992,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",7,801-1000m,1282,1,6,6,,,0,0,0
1991,Japan,Bering 1 slope,9,Bering Sea,310,"""Spiny dogfish""",2a,101-150m,,1,3,3,,,0,,
1991,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",3,201-300m,600,1,1,1,,,0,0,0
1991,Japan,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",5,401-600m,960,1,3,3,,,0,0,0
1991,United States,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",1,0-100m,,1,1,1,,,0,,
1991,United States,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,502,1,3,2,,,0.016666666666667,8.36666666666667,0
1991,United States,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",3,201-300m,1626,1,8,7,,,0.003205128205128,5.21153846153846,0
